userName,rating,date,isEdited,title,review,app_name,app_id,developerResponse
elektriker-999999,5,2021-10-08 02:53:17,False,Gute App!,"Finde die Funktionen gut, aber künftig ausbaufähig",my-bmw,1519034860,
Yūrai,2,2021-12-31 13:51:02,False,Schlechter als der Vorgänger,"Die App an sich hat mittlerweile eine Menge Updates bekommen und hat einige Funktionen nun endlich bekommen, die die Vorgänger App schon hatte, leider kann man die App nicht auf dem iPad oder der Apple Watch benutzen was ziemlich nervig ist. Die Connected App konnte man zumindest auf der Ihr benutzen, was alles so viel leichter gemacht hat. Zudem war die Connected App optisch schöner und war übersichtlicher.",my-bmw,1519034860,"{'id': 27227865, 'body': 'Hi Yūrai! Danke für Dein Feedback! Weitere Funktionen, inkl. einer Integration der Apple Watch in die My BMW App, folgen in künftigen Releases der My BMW App. Wir informieren über neue Funktionen immer in den App Release Notes. - My BMW App Support Team\r\n', 'modified': '2022-01-04T10:56:19Z'}"
Androsch84,4,2021-12-31 09:01:39,False,Ganz gut aber nicht für Apple Watch,"Bzgl. Apple Watch Funktion war die Vorgänger App deutlich besser. Konnte so mein Fahrzeug per Uhr öffnen, wenn ich mal was vom Auto holen musste, ohne dass ich meine Schlüssel dabei hatte.",my-bmw,1519034860,"{'id': 27227862, 'body': ""Hi 'Androsch84'! Danke für Dein Feedback! Weitere Funktionen, inkl. einer Integration der Apple Watch in die My BMW App, folgen in künftigen Releases der My BMW App. Wir informieren über neue Funktionen immer in den App Release Notes. - My BMW App Support Team\r\n"", 'modified': '2022-01-04T10:56:10Z'}"
Ranganga,4,2021-03-30 11:43:53,True,Klimatimer fehlt in der neuen App - obsolete...,"Sieht optisch besser aus, verglichen mit der alten Connected App fehlt allerdings die Möglichkeit der Belüftungs/Standheizungsplanung (i.A. Klimatisierungsplanung). 

Grundsätzlich fehlt mir persönlich, dass ich nicht sehe, wann und ob eine Klimatisierung geplant ist, oder ich mehrere Zeiten planen kann. Potential definitiv vorhanden

Update: Entwicklerantwort: je nach Modell, Baujahr und Ausstattung gibt es einen Klimatimer?! Liebe Entwickler, die alte App konnte den Klimatimer bei meinem
Fahrzeug setzen. Modelljahr 2020, aktuellstes BMW-OS... eure App kann es schlichtweg nicht... mein Fahrzeug kann es ja auch mit der „alten“ Connected-App... setzen 6.

Update 2:
Klimatimer ab v1.3.2 vorhanden.",my-bmw,1519034860,"{'id': 21932080, 'body': 'Mit der Version 1.3.2. der My BMW App ist nun auch ein Klimatimer für BMW Fahrzeuge mit Verbrennungsmotor verfügbar, mit dem Du Zeitpunkte festlegen kannst, zu denen Dein BMW für die Fahrt vorklimatisiert oder -geheizt werden soll. Je nach Land, Modell, Produktionsdatum, Softwarestand und gebuchten Sonderausstattungen ist für Deinen BMW anstelle des ""Klimatimer"" ein ""Belüftungs-/Heiztimer"" verfügbar.\r\n', 'modified': '2021-03-30T11:43:53Z'}"
bschleer,3,2020-10-27 19:11:37,False,Keine korrekten Daten,"In der App wird bei meinem X1 angezeigt, dass der Ölwechsel seit März 2020 überfällig ist. Nachweislich wurde im Juli 2020 dieser durchgeführt. Auch im Fahrzeug selbst wird das bestätigt. Schade, ansonsten finde ich die App gut.",my-bmw,1519034860,"{'id': 18879254, 'body': 'Hallo bschleer! Wir bedauern, dass Du in der My BMW App falsche Informationen zu fälligen Services erhältst. Die My BMW App ist optimiert für Fahrzeuge, die ihren aktuellen Fahrzeugzustand über die verbaute SIM-Karte an einen BMW Server senden können. In einem der nächsten Releases werden wir Anpassungen in der My BMW App für etwas ältere Fahrzeuge vornehmen, die inkorrekte Fahrzeug-Services unterbinden. In diesem Zuge werden dann auch derzeit inkorrekte Informationen zum Zustand Deines BMW, wie z.B. das Datum der letzten Aktualisierung des Fahrzeugzustands im Tab „Fahrzeug“, entfernt werden. - My BMW App Support Team\r\n', 'modified': '2020-11-03T16:34:33Z'}"
El-Andora,2,2020-08-11 21:57:13,False,Neue MyBMW App,"Design ist gut überholt. Leider nicht mit reinnativen Elementen aber sie ist leicht verständlich und die Anordnungen machen Sinn.

Leider fehlen viele Funktionen wie Licht oder Hupe und die Remote-Commands dauern immer noch ewig. Da kann vermutlich die App nichts für aber hier wird es deutlich. 

Ich habe leider das Gefühl dass die App viel mehr ein Upsell Channel ist als eine tatsächliche myBMW connected car app die mir in meinem Alltag hilft...",my-bmw,1519034860,
grey.ghost,3,2022-06-02 08:51:12,False,Fehler setzen sich fort,"Generell gefiel mir die Connected App besser. Was aber bisher keine App richtig macht (iOS) sind die korrekte Anzeige von „Dach offen/geschlossen“ und jedesmal der komplette Abbruch der gesamten Media-Verbindung, wenn man Shazam startet. Dann ist sowohl Radio als auch Inhalte wie Music, Audible etc. gestört und lässt sich auch nach Schließung der Shazam App nicht einfach wieder starten.",my-bmw,1519034860,
hctawyab,3,2021-12-23 07:06:06,False,"Push Benachrichtigung, zb. bei Auslösen des Alarms","Hallo, ich sehe deutlich größeres Potential zur Nutzung der App als aktuell ermöglicht.
Eine unglaublich wichtige Funktion wäre zb. eine  Statusanzeige der Alarmanlage und eine Push Benachrichtigung bei auslösen mit Art der Auslösers ( Neigungssensor, Aufbruch, Fenster, Aufschließen mit einem anderen Schlüssel als abgeschlossen oder welche Arten es noch gibt).
Außerdem die aktuelle Position des Fahrzeugs mit der Information wann zuletzt das Fahrzeug auf- bzw. abgeschlossen wurde (alle Türen sowie Fenster)
Das alles dürfte mit den bisher vorhandenen Informationen sehr gut möglich sein, zumal sie bereits verfügbar sind - nur nicht in dieser Aktualität. Eine Aufzeichnung einer Statusänderung, welche sowieso passiert jedoch nur nicht an den Besitzer übermittelt wird, dürfte wohl auch nicht die Fahrzeugbatterie übermäßig belasten.

Eine große Bitte von mir und ich denke, dass das die Community auch dankend annehmen wird, der App einen größeren Nutzen sowie mehr Beliebtheit bringen wird.

Dankeschön.",my-bmw,1519034860,"{'id': 27103933, 'body': ""Hi 'hctawyab'! Danke für Dein ausführliches Feedback! Wir arbeiten stetig an einer Verbesserung der My BMW App und werden Deine Anregungen und Wünsche an unser Produktteam weiterleiten. - My BMW App Support Team\r\n"", 'modified': '2021-12-28T15:01:47Z'}"
TopiMopi,5,2020-10-25 13:53:11,False,Super App,Endlich versteht es mal ein Autohersteller vernünftige Apps zu entwickeln und ans Auto anzubinden! Danke!,my-bmw,1519034860,"{'id': 18761300, 'body': ""Hi 'TopiMopi'! Vielen Dank für Dein positives Feedback! Wir freuen uns, dass Dir die My BMW App gefällt! Weiterhin viel Vergnügen!  - My BMW App Support Team"", 'modified': '2020-10-28T16:09:32Z'}"
Laurenzks,3,2021-03-29 16:29:24,False,Cool aber,"Seit Update 1.3.2 komm ich nicht mehr in die App. Es versucht ewig zu laden, schließlich kommt ,,Verbindungsfehler“ und dann ,,Daten nicht verfügbar. Es ist derzeit nicht möglich, die erforderlich AGBs abzurufen.“ 
Ansonsten fande ich das Design der App nice und modern und die Tasache, dass neue Features kommen, welche man von der alten App kannte.",my-bmw,1519034860,
freakyline,5,2020-07-28 07:41:39,False,Perfekt geworden!!!,"Ein zusätzliches Highlight für alle BMW-Fahrer.
Moderne Oberfläche und funktioniert perfekt. Klare Empfehlung.",my-bmw,1519034860,
ChrisRobin93,4,2021-05-15 15:03:48,False,"Top, aber...",Die neue App sieht echt gut aus und deckt viele Funktionen ab. Leider nicht alles aus der alten. Würde mir wieder eine Funktion für die Apple Watch wünschen,my-bmw,1519034860,
P0815BMW,2,2021-04-05 05:47:13,False,Nicht innovativ!!!!,"Die Antwortzeiten sind recht lang, z.B Tür öffnen, Standheizung....
Es fehlen Informationen über Durchschnittsverbrauch, Daten letzte Tankung, Durchschnittsgeschwindigkeit, Daten Segel Funktion, „gesparte“ Kilometer usw. 
Fande die Bedienung der alten App besser.
Gegenüber der anderen Marktteilnehmer wenig innovativ. 
Reine Fokussierung auf Kunden mit Elektro Antrieb.",my-bmw,1519034860,
Vielfahrer G21,5,2021-05-25 06:02:55,False,Tankinhaltanzeige,"Bitte eine Option in Liter wieder aktivieren. % ist gut für Batterie aber nicht für Kraftstoff.
Danke",my-bmw,1519034860,
TD-Tomekk,3,2022-01-04 16:24:42,False,Weniger Funktionen,"Hallo!
Die neue App funktioniert gut, aber mit der alten BMW App konnte ich über ein USB-Kabel in der App paar mehr Daten sehen z.B. Tankinhalt. Leider ist das mit der neuen App nicht mehr möglich. Mein 3er ist von 2015, also nicht uralt. Der Support könnte mehr auch für diese Modelle machen.",my-bmw,1519034860,
Fritzl!,1,2022-05-22 08:08:24,True,Sehe keinen Mehrwert. 🙈,"Nach Update funktioniert nix mehr - es aktualisiert sich nichts mehr. 😡

Der Funktionsumfang der App ist so unglaublich gering, dass ich nicht weiß, wofür man diese installieren sollte. Design ist ja ganz ok und soweit auch intuitiv, aber wer muss schon per Remote die Hube/Lichthupe bedienen!? Viel wichtiger wäre, dass man zusätzlich Fahrdaten wie Durchschnittsverbrauch ablesen könnte, die Sitzheizung per Remote einschalten könnte, … Der größte Hammer ist aber, dass man leider nicht mehr vom PC, bei Google Maps, einfach das nächste Ziel ans Fahrzeug senden kann. Ich arbeite im Außendienst und habe die Funktion über unser CRM praktisch täglich genutzt, aber BMW hat diese ConnectedDrive-Funktion abgeschaltet. Einfach nur eine Verschlimmbesserung - und das bei diesen Preisen. 🤢 …Nächster Dienstwagen ist wieder Daimler.",my-bmw,1519034860,"{'id': 26282624, 'body': 'Hi Fritzl! Danke für Dein ausführliches Feedback! Wir leiten Deine Anregungen an unser Produktteam weiter. - My BMW App Support Team\r\n', 'modified': '2022-05-22T08:08:24Z'}"
Le user d'iTunes,4,2021-09-13 16:27:24,True,5. Stern für Watch-App,"Die App ist über das letzte Jahr gereift und der Dark Mode ist jetzt noch das i-Tüpfelchen gewesen - Top! Wenn jetzt noch die Watch App bald kommt bin ich voll zufrieden, und ich hoffe sie funktioniert dann auch ohne direkte iPhone Verbindung sondern allein über die SIM der Watch.",my-bmw,1519034860,"{'id': 18045614, 'body': 'Hi! Danke für Dein Feedback! In dieser ersten Version wurde die My BMW App auf  optimale Anwenderfreundlichkeit, Schnelligkeit, Sicherheit und Zuverlässigkeit optimiert. Der Klimatimer, mit dem Du die Temperatur Deines BMW zu einer bestimmten Abfahrtszeit einstellen kannst, wird mit weiteren Features in künftigen Versionen folgen. Deinen Wunsch nach einem ""Dark Mode"" leiten wir an unser Produktteam weiter. - My BMW App Support Team\r', 'modified': '2021-09-13T16:27:24Z'}"
brainchaser,3,2020-10-18 21:54:37,False,Funktioniert,"Und schönes Design, aber die alte hatte irgendwie mehr ...",my-bmw,1519034860,"{'id': 18704627, 'body': ""Hallo 'brainchaser'! Wir freuen uns, dass Dir das Design der My BMW App gefällt. Unser Entwicklerteam arbeitet mit Hochdruck an weiteren Funktionen für künftige Releases. Dabei liegt unser Fokus auf Nutzerfreundlichkeit, Sicherheit und Stabilität. - My BMW App Support Team"", 'modified': '2020-10-26T09:55:12Z'}"
Kirschi85,2,2022-01-26 20:57:03,False,Seit einer Woche unbrauchbar,Leider ist die App seit einer Woche für meinen iX3 so gut wie unbrauchbar. Es werden keine neuen Daten von Fahrzeug empfangen. Laut der App ist seit einer Woche mein Ladestatus bei 30% und meine Heckklappe offen. Beides nicht korrekt. Komischerweise lassen sich Befehle wie Vorklimatisierung von der App jedoch zum Fahrzeug senden.,my-bmw,1519034860,"{'id': 27790555, 'body': ""Hi 'Kirschi85'! Danke für Dein Feedback! Wir bedauern, dass Dein Fahrzeugstatus aktuell nicht zuverlässig aktualisiert wird! Kontaktiere die BMW ConnectedDrive Kundenbetreuung, damit wir Dir weiterhelfen können. Du erreichst uns unter +49 89 1250 16010. - My BMW App Support Team\r\n"", 'modified': '2022-02-01T16:44:41Z'}"
ensoniq70,4,2021-08-18 14:39:45,True,Schon besser,"Mittlerweile läuft es schon weitaus besser, daher 4 Sterne.",my-bmw,1519034860,"{'id': 24574297, 'body': 'Hi! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team', 'modified': '2021-08-18T14:39:45Z'}"
Beezinho,5,2021-12-20 19:10:45,False,BMW App,Einfach und Benutzerfreundliche App. Erledigt genau das was nötig ist. Nicht mehr aber auch nicht weniger ‼️,my-bmw,1519034860,
Maurice.Ander,3,2021-06-19 18:12:11,True,Fenster schließen?,"Wieso kann ich bei meinem 520d BJ 2019 sehen dass die Fenster offen sind, die aber nicht mit der App schließen. Lichthupe, Horn, Türen auf- und zusperren, Lüftung… alles lässt sich remote machen. Warum das aus Sicherheitsgründen nicht möglich sein soll ist mir ein Rätsel: alle 4 Scheiben haben einen Einklemmschutz?",my-bmw,1519034860,"{'id': 23398655, 'body': 'Hi Maurice! Danke für Dein Feedback! Das Schließen der Fenster über die My BMW App ist aus Sicherheitsgründen nicht möglich. - My BMW App Support Team ', 'modified': '2021-06-19T18:12:12Z'}"
der liebe Günter,5,2020-12-15 21:59:14,False,X1 Hybrid,Tolle App die einem die Kontrolle über das Auto auch aus der Wohnung erlaubt.,my-bmw,1519034860,
DerCliff,2,2021-05-08 11:02:56,False,Keine Anzeige Fahrzeugstatus,"Gut: Handbuch jetzt in die App intergriert. Etwas frischeres UI. Schlecht: Selbst nach zahllosen Versuchen wird mir der Fahrzeugstatus inkl. Tankinhalt nicht in der App angezeigt (F45 von 07/17). Für mich eine der elementarsten Funktionen dieser App. Die Fahrzeugortung ist bedeutend langsamer geworden. Die Apple Watch Unterstützung ist komplett weggefallen. Fazit: Geiler Marketing-Gag um ansonsten sehr zufriedene Kunden zu verärgern.

P.S.: Ich nehme an, dass soll alles ein public beta testing einer maximal alpha-Version sein.",my-bmw,1519034860,"{'id': 24573672, 'body': ""Hi 'DerCliff'! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team\n"", 'modified': '2021-08-18T08:59:36Z'}"
Arne Ac,3,2021-04-17 12:13:28,False,Es fehlen Funktionen,Ich sehe nicht mehr auf den ersten Blick ob ich abgeschlossen habe.... nur in einem unter Menü ob die Türen zu sind aber nicht ob sie verschlossen sind.,my-bmw,1519034860,"{'id': 22359355, 'body': 'Hi Arne! Danke für Dein Feedback! ""ALLES OK"" bedeutet, dass Dein Fahrzeug verriegelt ist, alle Türen und Fenster geschlossen sind und es keine anderen kritischen Probleme bei Deinem Fahrzeug gibt, die Deine Aufmerksamkeit erfordern. Mit einem Klick auf das Bild Deines BMW erhältst Du in der Tat weitere Informationen zum Zustand Deines Fahrzeugs. - My BMW App Support Team \r\n', 'modified': '2021-04-20T19:15:34Z'}"
-alpha-,2,2021-04-08 17:41:20,False,Optischer Fortschritt - inhaltlicher Rückschritt,Wenngleich die Optik und ein paar Verbesserungen hinzugekommen sind ist beispielsweise die Möglichkeit den Wagen aus der Ferne hupen zu lassen leider entfallen. Ich parke regelmäßig auf sehr großen Parkplätzen wo das durchaus mal sinnvoll ist. Darüber hinaus sind einige Infos aus der alten App verloren gegangen. Das haben aber andere schon ausreichend beschrieben. Da geht noch einiges BMW.,my-bmw,1519034860,"{'id': 22939076, 'body': 'Hi \'-alpha-\'! Mit der aktuellen Version der My BMW App ist nun der Remote Service ""Hupe aktivieren"" verfügbar, mit dem Du die Hupe Deines BMW über die My BMW App betätigen kannst. - My BMW App Support Team \r\n', 'modified': '2021-05-21T14:00:19Z'}"
webmiles,2,2021-03-09 23:57:14,False,Warum zeigt die App den aktuellen Ladestrom in kw nicht an.,"Ich möchte wissen wie schnell / stark das Auto lädt.

Es fehlt auch der Betrag in Euro, dermis sagen sollte, was ich für eine Elelktroladung bezahle.",my-bmw,1519034860,"{'id': 21975040, 'body': ""Hallo 'webmiles'! Danke für Dein Feedback! Ein aktiver Ladevorgang wird Dir in der My BMW App in der Statusleiste unterhalb des Fahrzeugbildes angezeigt. Die Ladeleistung wird aktuell tatsächlich nicht angezeigt. Nach Beendigung des Ladevorgangs siehst Du die Details zum Ladevorgang inklusive der geladenen Energiemenge in der Ladehistorie. Du kannst für nicht-öffentliche Ladestationen Energietarife speichern. Die Gesamtkosten für einen Ladevorgang werden Dir dann in den Details zu einem Ladevorgang angezeigt. Hierfür musst Du der Fahrzeugortung in Deinem BMW zugestimmt haben. Die SIM-Karte Deines BMW benötigt während des Ladevorgangs eine Mobilfunkverbindung. Meide Orte mit schlechtem Mobilfunkempfang, wie z.B. Tiefgaragen. - My BMW App Support Team "", 'modified': '2021-03-31T15:27:49Z'}"
BadeneronTour,4,2020-08-04 21:14:51,False,Leider noch sehr weit weg von Connected,"Leider ist die neue App noch sehr weit weg von der guten alten Connected App. 
Funktionen wie Hupen oder Lichthupe sind schlicht weg rationalisiert worden. Gut das konnte man noch als Spielerei abtun. Aber die Funktion die Belüftung planen zu können war schon sehr praktisch. Auch diese fehlt. 
Dann wurde auch die Apple Watch-Unterstützumg eingespart. Speziell hier hätte ich mir eher einen Ausbau der Funktionen gewünscht. 

Fazit: So lange die my BMW App nicht deutlich verbessert wird werde ich weiterhin die gute alte Connected App nutzen. 

Schade BMW.",my-bmw,1519034860,"{'id': 17147561, 'body': 'Hallo BadeneronTour! Die My BMW App wurde in Bezug auf Nutzerfreundlichkeit, Schnelligkeit, Sicherheit und Zuverlässigkeit optimiert. Weitere, bisher bekannte und neue Features, werden wir in künftigen Releases auch in der My BMW App bringen. Wir informieren über neue Features in den App Release Notes. - My BMW App Support Team', 'modified': '2020-08-07T15:28:47Z'}"
Cabusch79,1,2021-04-11 13:16:07,False,Zurück zur alten App,"Ich freue mich immer über neue Apps, daher habe ich diese auch direkt heruntergeladen. Sie sieht gut aus, jedoch werden einzelne Features nicht mehr unterstützt(Hupen) und andere Probleme nicht löst (Asynchrones Fire & Forget z.B. Auto abschließen und die App schließen, ohne 40Sekunden warten zu müssen und alles richtig protokolliert wird), von der antiken Passwortrichtlinie ganz zu schweigen (Wieso kann nicht nicht beliebige Sonderzeichen verwenden?) Das NoGo ist jedoch, dass sie nun erst gar nicht mehr startet. Kann ich also nicht empfehlen, besser die alte BMW Connected Drive App nutzen.",my-bmw,1519034860,"{'id': 22939069, 'body': 'Hi \'Cabusch79\'! Mit der aktuellen Version der My BMW App ist nun der Remote Service ""Hupe aktivieren"" verfügbar, mit dem Du die Hupe Deines BMW über die My BMW App betätigen kannst. - My BMW App Support Team \r\n', 'modified': '2021-05-21T14:00:01Z'}"
NeptunQuanta,5,2021-11-13 05:14:04,False,Reifendruck?,Im Fahrzeugstatus wird kein Reifendruck angezeigt wie in der App angegeben 😅,my-bmw,1519034860,"{'id': 26341790, 'body': 'Hi! Danke für Dein Feedback! Um die Digitale Reifendiagnose in der My BMW App nutzen zu können, muss Dein BMW über Operating System 7 oder Operating System 8  verfügen. Wenn diese Voraussetzung erfüllt ist, findest Du die Anzeige des Reifendrucks im Menü ""Fahrzeug"", über ""Fahrzeugstatus"" und ""Check Control Meldungen"". - My BMW App Support Team\r\n', 'modified': '2021-11-18T11:08:10Z'}"
pazinöö,4,2022-03-24 15:06:15,False,BMW App,"Übersichtlich, einfach zu bedienen.
Jedoch sehr langsam, was Befehle an das Auto senden angeht!",my-bmw,1519034860,
j0shi1212,4,2021-11-24 07:35:25,False,Tippi toppo,Die Verbindung zum Fahrzeug dauert oft noch recht lang. Meckern auf hohem Niveau! Ich bin sehr zufrieden mit der App und dem Fahrzeug! Alles fuktioniert,my-bmw,1519034860,
Philipp nrw,3,2021-07-25 07:19:25,False,Apple Watch Support fehlt,Im Grunde ganz gelungen. Leider gibt es bei der neuen App keinen Support für die Apple Watch :(,my-bmw,1519034860,"{'id': 24575270, 'body': 'Hi Philipp! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team', 'modified': '2021-08-18T09:58:08Z'}"
pizful,2,2021-01-03 20:51:34,False,Optisch top - funktional flopp!,"Die App hat eine schöne neue Optik bekommen und scheint auch wesentlich stabiler zu laufen als der Vorgänger. Es fehlen jedoch entscheidende, bisher in der alten App vorhandene Features. Das Planen meiner Standheizung für den nächsten Tag ist für mich ein Muss und fehlt hier plötzlich.

Hier muss dringend nachgebessert werden!",my-bmw,1519034860,"{'id': 21932365, 'body': 'Mit der Version 1.3.2. der My BMW App ist nun auch ein Klimatimer für BMW Fahrzeuge mit Verbrennungsmotor verfügbar, mit dem Du Zeitpunkte festlegen kannst, zu denen Dein BMW für die Fahrt vorklimatisiert oder -geheizt werden soll. Je nach Land, Modell, Produktionsdatum, Softwarestand und gebuchten Sonderausstattungen ist für Deinen BMW anstelle des ""Klimatimer"" ein ""Belüftungs-/Heiztimer"" verfügbar.\r\n', 'modified': '2021-03-29T18:17:34Z'}"
schluckhebes,3,2021-07-18 12:50:50,False,Schon recht gut,"Einiges funktioniert schon sehr gut, aber ich vermisse Statusanzeigen über aktivierte Remotefunktionen wie z. B.  aktivierte Klimatisierung. Das wird als kurzes Popup angezeigt, mehr leider nicht. Ich muss zur Nachverfolgung umständlich in den Remoteverlauf gehen.",my-bmw,1519034860,"{'id': 24075012, 'body': ""Hi 'schluckhebes'! Danke für Dein Feedback! Wir leiten Deine Anregung an unser Produktteam weiter. - My BMW App Support Team"", 'modified': '2021-07-22T15:43:46Z'}"
oskar14195,5,2021-11-20 15:36:12,False,Typisch BMW,Eine sehr gute App. Hervorragend programmiert. Sie sollte nur für Fahrzeuge ab 2015 alles anzeigen.,my-bmw,1519034860,
Rezi4app,3,2021-05-18 20:05:17,True,Noch schlechter als bisher,"Immerhin, jedes Update bringt Funktionen und man scheint wirklich bemüht - so hoffe ich es wird doch noch alles gut. Der lästige Zeitfaktor bei den Befehlen ist jetzt der letzte grosse Kritikpunkt „zu ihrer sicherheit..“ hilft da nicht, vernünftige neartime kommunikation muss her.",my-bmw,1519034860,"{'id': 22877338, 'body': 'Hi \'Rezi4app\'! Mit der aktuellen Version der My BMW App ist nun der Remote Service ""Hupe aktivieren"" verfügbar, mit dem Du die Hupe Deines BMW über die My BMW App betätigen kannst. - My BMW App Support Team \r\n', 'modified': '2021-05-18T20:05:17Z'}"
Theo1002,3,2022-03-15 06:31:08,False,Fehler beim Standort - GPS angeblich nicht eingeschaltet,Einher mit der inzwischen x-ten Bestätigung der AGB etc pp geht ein Fehler mit der Standortbestimmung - nervig!,my-bmw,1519034860,
Jupp_Derwall,2,2021-12-04 12:11:55,False,Tankstände und Ladevorgänge werden nicht mehr angezeigt,"Habe einen 330e... seit 3 oder 4 Wochen werden die Ladevorgänge und die Tankstände nicht mehr angezeigt. Nervt ziemlich, da es bis vor einigen Wochen funktioniert hat ☹️Schade",my-bmw,1519034860,"{'id': 26698142, 'body': 'Hi! Wir bedauern, dass Du dieses Problem mit der My BMW App hast. Kontaktiere die BMW ConnectedDrive Kundenbetreuung, damit wir Dir weiterhelfen können. Du erreichst uns unter +49 89 1250 16010. - My BMW App Support Team\r\n', 'modified': '2021-12-07T16:57:57Z'}"
05Fannarr,4,2021-10-16 23:12:34,False,"Ganz ok, … aber","Nette App, und nette Spielerei. Sie zeigt mir sogar an, dass das Fenster offen ist, aber leider kann ich es über die App nicht schließen, da ist nicht zu Ende gedacht worden !",my-bmw,1519034860,"{'id': 25818210, 'body': ""Hi '05Fannarr'! Danke für Dein Feedback! Deinen Wunsch nach weiteren Fernfunktionen leiten wir an unser Produktteam weiter. - My BMW App Support Team\r\n"", 'modified': '2021-10-21T18:47:57Z'}"
donbori,4,2021-11-04 15:52:48,False,BMW App,"Hallo,

klar die App vereinfacht die BMW Bedienung, leider hängt sich beim Aktualisieren immer noch wie die alte App. Eine Adresse zu zusenden funktioniert sehr gut und einfach.
Auto finden über die Fußweg Beschreibung Toll.

Ich lade es über Photovoltaik und möchte ich gerne die Sonnenenergie nutzen und habe ich laden zum Anfahrtszeiten eingegeben z. B. 14:30  sonst wenn ich es früher eingebe, es fängt schon um z.B. 07:00 zu laden und es ist im Herbst/Winter noch dunkel und keine Sonnenenergie da, und laden um Zeitfenster ab 09:00-17:00, ich muss um 08:00 losfahren und wenn der Großvolt Akku leer ist kann ich nicht das Auto klimatisieren mindestens bekomme ich es Leider nicht. Hoffe Sie verstehen was ich meine?
Sonst ist gute App.

Mit freundlichen Grüßen,

Georgi Borisov",my-bmw,1519034860,
Thunderhaake,2,2022-05-28 07:37:07,False,Leider kein Fahrzeug Finden möglich,"Die App bzw der Vorgänger funktionierte einwandfrei. In der aktuellen Versionen funktioniert die ""Finde mein Auto"" Funktion nicht mehr. Angeblich wäre GPS in den iPhone Einstellungen deaktiviert. Folgt man dem Button zu den Einstellungen, kann man die GPS Berechtigung aber gar nicht aktivieren, da die App diese Berechtigung angeblich gar nicht braucht... Ja was denn nun? (Zumal ich es sinnfrei finde,dass der Standort meines iPhones  gebraucht wird,um meinen BMW zu finden...)",my-bmw,1519034860,"{'id': 30094554, 'body': ""Hi 'Thunderhaake'! Danke für Dein Feedback! Um die aktuelle Position Deines BMW in der My BMW App sehen zu können musst Du in der Tat der GPS-Ortung im Fahrzeug, in der My BMW App und auf Deinem Smartphone zugestimmt haben. Eine genaue Beschreibung wie Du die Ortung aktivieren kannst findest Du in den FAQ's unter https://app.bmw.com/t5/frequently-asked-questions/wie-finde-ich-in-der-my-bmw-app-die-aktuelle-position-meines-bmw/ta-p/43118. - My BMW App Support Team"", 'modified': '2022-06-01T09:04:39Z'}"
Katinka Supercat,1,2022-05-27 16:31:54,False,Update 2.5.0,"Seit dem Update auf 2.5.0 funktionieren einige Funktionen in der App nicht mehr. Bei mir sind dies Standort und Tankanzeige. Wird die Software nicht getestet, bevor ein Update veröffentlicht wird? Und wenn es nun ein solch gravierendes Problem gibt, warum ist es nicht möglich die vorherige Version, die bei allen Kunden einwandfrei funktioniert hat wieder in den App Store zu stellen. Dann haben die Entwickler jede Menge Zeit die Probleme zu lösen. Ist dies zu viel verlangt? Ich verstehe nicht wie man so laienhaft die Softwareentwicklung betreiben kann. Von Professionalität meilenweit entfernt. Sorry.",my-bmw,1519034860,
