developerResponse,userName,title,date,rating,review,isEdited,app_name,app_id
"{'id': 20896949, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:38:13Z'}",Ford Nutzer 98,Ford Pass App,2020-04-10 07:37:09,3,"Leider stürzt bei mir direkt nach dem öffnen die immer sehr schnell ab, ansonsten sehr gute App",False,fordpass,1141464928
"{'id': 18880280, 'body': 'Hallo Drjones1979, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-12-07T22:06:16Z'}",Drjones1979,App zieht den Akku leer.,2020-12-07 22:06:16,1,"Ich will Minuspunkte! Mir ist echt nicht klar, wie man es schaffen kann eine App so zu versauen, zumal es eine Zeit gab in der alles funktioniert hat. Aber immerhin weiß man von dem Fehler und hat inzwischen sogar in der App einen Hinweis darauf. Also Handy neu starten oder App deinstallieren. 

App startet nicht -> Neuinstallation

Die App stürzt seit neustem immer ab und startet nicht mehr. Reboot vom Handy hat nichts gebracht, also die App neu installiert und es geht wieder nur sind alle Einstellungen und mein Auto weg. Wenn man sich die aktuellen Bewertungen anschaut, bin ich wohl kein Einzelfall. Schade wenn ein Update zu solch einem Problem führt.",True,fordpass,1141464928
"{'id': 18390399, 'body': 'Hallo Mythosman, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Ihnen die App gefällt und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir arbeiten intensiv daran, mehr Funktionen hinzuzufügen. Erwarten Sie zukünftig weitere nützliche und verbesserte Features der FordPass App! Mit freundlichen Grüßen – Ihr FordPass Team', 'modified': '2020-10-10T06:40:09Z'}",Mythosman,"Idee großartig, Umsetzung solala...",2020-10-08 18:52:39,3,"Die App bietet tolle Funktionen, wirkt hin und wieder jedoch etwas träge... Teilweise sind sogar Neuinstallationen notwendig.",False,fordpass,1141464928
"{'id': 18075608, 'body': 'Hallo Fordkunde, es tut uns leid, dass Sie Schwierigkeiten haben. Haben Sie bereits schon die die neue FordPass Version 3.9.0 ausprobiert? Andernfalls wenden Sie sich über die Schaltfläche ""Assistent"" oder FPDEU@ford.com an unser Support-Team, das Ihnen gerne weiterhelfen wird. Mit freundlichen Grüßen Ihr FordPass Team', 'modified': '2020-09-24T11:57:01Z'}",Fordkunde,"Idee gut , Umsetzung ungenügend",2020-09-16 09:30:11,1,"Ich nutze diese App jetzt ca. 2 Monate und von nicht aufgezeichneten Strecken bzw. nur willkürlich aufgezeichnet bis hin zum totalen Ausfall biete die App alles. Aktuell hat sie bei mir den Status ( sie geht auf , Fordemblem kommt und das war’s!).
Da sollte sich jeder Euer Programmierer für schämen! Wir Kunden sollten nicht Eure Tester sein, sondern nur die nächste Instanz für Verbesserungsvorschläge. Dann könnt Ihr es auch lassen. Schämt Euch und schaut Euch nicht die nur die guten „echten“ Rezessionen an, daran merkt Ihr wie sehr es den Kunden auf die Nerven geht!! Schade dass ich für die Rezession einen Stern vergeben muss, eigentlich ist die App im Minusbereich zu bewerten .",False,fordpass,1141464928
"{'id': 20893967, 'body': 'Hallo Andreas Kappel, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Ihnen die App gefällt und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir arbeiten intensiv daran, mehr Funktionen hinzuzufügen. Erwarten Sie zukünftig weitere nützliche und verbesserte Features der FordPass App! Mit freundlichen Grüßen – Ihr FordPass Team', 'modified': '2021-02-06T09:13:20Z'}",Andreas Kappel,Ford Heinz in Mainz,2020-08-06 05:20:17,5,"Danke für die professionellen Beratung und Abwicklung beim Kauf unseres EcoSport an unseren Verkaufsberater Wolfgang Görgen!

Grüße von Romy und Andreas Kappel",False,fordpass,1141464928
"{'id': 20895391, 'body': 'Hallo SebK123, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.\r\n', 'modified': '2021-02-06T12:18:21Z'}",SebK123,Potenzial ist da…,2019-02-17 16:55:18,5,"Soweit funktioniert alles super, auch Terminbuchungen im Autohaus

Toll wäre es, wenn man Adressen aus dem Kalender über die Pass App ins Navi übertragen könnte.",False,fordpass,1141464928
"{'id': 28396817, 'body': 'Hallo Spiele-Kritiker, wir freuen uns, dass Sie sich die Zeit genommen haben, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt zu verbessern! Wir möchten Ihnen helfen, alle Schwierigkeiten, die Sie haben, zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" in der App oder über FPDEU@ford.com kontaktieren. Bitte teilen Sie uns, wenn möglich in einer E-Mail Folgendes mit:\r\n\r\n•\tFahrgestellnummer des Fahrzeugs\r\n•\tScreenshots von der Fehlermeldung\r\n•\tdie App-Version der verwendeten FordPass App \r\n•\tdas Handy Modell\r\n•\tBetriebssystem-Version\r\n•\tBenutzername (FordPass)\r\n\r\nIhr FordPass Team\r\n', 'modified': '2022-03-05T13:02:26Z'}",Spiele-Kritiker,Fehler,2022-03-03 11:38:30,3,"Also einige Fehler gibt es ja noch schon, ich habe das IPhone 8 Plus und habe die App Installiert, die Idee das Auto in einigen Funktionen zu steuern und durch gps wider zufinden, ist mega. Keine Frage ! Aber mir wird nur die Hälfte leider angezeigt.. ich sehe fast garnichts an Optionen.. wäre auch nett wenn ich Hilfe bekommen könnte.",False,fordpass,1141464928
"{'id': 4078017, 'body': 'Lieber FordPass Kunde, danke für Ihre Rückmeldung. Wir bedauern, dass Sie Probleme mit der App haben. Wir haben gute Nachrichten da dieses Problem mit mehreren Updates behoben wurde. Bitte verwenden Sie die aktuelle iOS-Version. Liebe Grüße. MG', 'modified': '2018-07-03T17:12:37Z'}",Killerwarze,Startet nach dem Update nicht mehr,2018-05-23 05:34:14,4,App lässt sich nicht mehr öffnen!,False,fordpass,1141464928
"{'id': 27389541, 'body': 'Hallo Beatrice, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Ihnen die App gefällt und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir arbeiten intensiv daran, immer mehr neue Funktionen hinzuzufügen. Erwarten Sie zukünftig weitere nützliche und verbesserte Features in der FordPass App! \r\nMit freundlichen Grüßen - Ihr Ford Pass Team\r\n\n', 'modified': '2022-01-12T07:41:13Z'}",Beatrice K.,Hilfreiche App,2021-10-30 10:47:24,4,"Ich bin mit der App eigentlich ganz zufrieden. 
ABER…..Ich fahre den neuen Fiesta Hybrid und ich würde mir wünschen, dass ich den Batteriezustand/Ladezustand in der App sehen kann. So wie ich auch den Reifendruck sehen kann. Wäre echt hilfreich, vor allem bei dem Akku für den E-Motor. 
Vielleicht lässt sich da ja was entwickeln?! 🤔",False,fordpass,1141464928
,AceTreiber,Mäßig nützlich,2022-05-17 05:13:09,3,"Die App habe ich jetzt zwei Jahre und mein Fazit: Nur mäßig hilfreich.
Aktuell: Feedback läßt sich aus der App nicht versenden. Restreichweite plötzlich in Meilen. 
Irgendwie erschließt sich der Mehrwert der App nur schwer.
Fernstart - super wichtig…^^
Die Sicherheitsfunktionen sind gut, auch wenn man sie hoffentlich nie braucht. Da sie aber auch nichts verhindern können würde es wohl auch ohne gehen.",False,fordpass,1141464928
"{'id': 18231604, 'body': 'Hallo Esotheka, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-10-15T11:23:27Z'}",Esotheka,Jetzt ist alles Top,2021-10-15 11:23:27,3,"Eine sehr gute App. Besonders hilfreich ist für mich die Eingabe der Zieladresse für das Navi. Spart viel Zeit beim Start. Nach Update leider kaum noch brauchbar, die Reifendrucksnzeige wurde ersetzt durch eine dumme Umscheibung, die Pro Version ist da besser.",True,fordpass,1141464928
"{'id': 21375279, 'body': 'Hallo mato1961, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-03-01T16:37:42Z'}",mato1961,Update,2021-02-24 13:20:52,4,"Nach jedem Update funktioniert der FordPass nicht mehr, bzw. es treten neue Fehler auf. Bei gespeicherten Fahrten kommt die Fehlermeldung „Etwas ist schief gegangen“",False,fordpass,1141464928
"{'id': 20897037, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:44:41Z'}",stefan1997007,App stürzt ab & Funktionen teilweise nicht verfügbar!,2020-05-27 12:46:08,3,"App stürzt immer wieder ab, Buttons für Fernstart, Ver- & Entriegeln verschwinden nach einigen Sekunden.
Reifendruckanzeige in bar wird nur als zB 2 bar angezeigt und nicht wie vor dem Update in 2.4 bar.",False,fordpass,1141464928
"{'id': 19957002, 'body': 'Hallo Flo415372, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-12-23T12:40:23Z'}",Flo415372,Sehr gute App wenn sie nicht abstürzt!,2020-12-21 18:51:57,2,Ich nutze die App mittlerweile seit ca 6 Monaten. Sie ist sehr übersichtlich und hat viele nützliche Funktionen. Leider stürzte die App häufiger ab und lädt die Fahredaten nicht. Mittlerweile kann ich sie seit Wochen garnicht mehr öffnen. Auch die Aktualisierungen helfen hier nicht...,False,fordpass,1141464928
"{'id': 4078871, 'body': 'Hallo lieber Melitta Mann, wir bedauern, dass Sie nicht zufrieden sind mit der Bikesharing Funktion. Wir haben bereits das login verbessert, eine erneute Eingabe der Zugangsdaten ist für Bikesharing jetzt nicht mehr notwendig. Liebe Grüße. MG', 'modified': '2018-07-03T18:40:28Z'}",Melitta-Mann,Nur für Bikesharing nervig,2018-06-05 12:01:30,2,"Die Vorzugskonditionen beim Bikesharing haben mich auf diese App gebracht. Dass man bei jeder Ausleihe Zugangsdaten eingeben muss ist vor allem dann nervig, wenn man es eilig hat. Es ist schon problematisch genug, mit seinen Fingern auf der Bike-Tastatur den Zahlencode fehlerfrei zu treffen, da sind weitere Hindernisse bei der Ausleihe unschön.
Ortungsfunktion hat oftmals Eigenleben. Seit mehren Updates leuchtet das Symbol für eine Push-Mitteilung, das sich nicht mehr löscht.",False,fordpass,1141464928
"{'id': 19498312, 'body': 'Hallo Refpo, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-12-02T19:08:11Z'}",Refpo,Enttäuschend,2020-12-01 14:08:14,1,"Anfänglich war ich begeistert von den Möglichkeiten, die diese App bieten könnte. Leider wurde ich dann aber schnell wieder auf den Boden der Tatsachen zurück geholt. 
Fernstarten klappt mehr schlecht als recht. Kilometerstand oder meine Fahrten etc, Ölwechsel etc ist sowieso nicht funktionsfähig. 
Nun wird auch noch plötzlich der Akku binnen kürzester Zeit leergezogen OHNE das ist App überhaupt geöffnet ist oder im Hintergrund liefe. 
App mal deinstalliert und versucht neu zu installieren. Jetzt ist eine Anmeldung aus irgendwelchen technischen Gründen nicht möglich. 
Schwache Leitung für so einen großen, milliardenschweren Konzern. Hoffentlich macht das Auto mehr Freude...",False,fordpass,1141464928
"{'id': 27390254, 'body': 'Hallo Cruiser2000, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Es tut uns leid, dass Sie Schwierigkeiten mit der FordPass App haben. Wir möchten Ihnen helfen, dies zu lösen und haben ein engagiertes Support-Team, das Ihnen gerne weiterhelfen wird. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App kontaktieren. Alternativ können Sie uns über FPDEU@ford.com kontaktieren. Mit freundlichen Grüßen - Ihr Ford Pass Team.', 'modified': '2022-01-12T08:13:46Z'}",Cruiser2000☺,Berbesserungswürdig,2021-10-16 14:47:51,4,Verstehe nicht warum es immer noch nicht möglich ist bei der planung der Abfahrtszeit die Uhrzeit auf Berlin zu stellen. Bleibt auf Detroit. Somit muss immer gerechnet werden. Bitte fixen,False,fordpass,1141464928
"{'id': 19645720, 'body': 'Hallo ebbe73, vielen Dank für Ihr Feedback. Wir arbeiten mit Apple zusammen, um dieses Problem zu lösen, das einige Geräte betrifft, die unter iOS 14+ laufen, nachdem sie über USB an das Fahrzeug angeschlossen wurden. Als kurzfristige Abhilfe empfehlen wir, Ihr Telefon neu zu starten.', 'modified': '2020-12-09T19:03:34Z'}",ebbe73,Akku-Killer,2020-12-09 19:03:34,2,"Diese App verbraucht durch Hintergrundaktivität bis 80 % des Handyakkus. Dazu muss die App nicht mal geöffnet werden. Es genügt, wenn sich das Handy irgendwann mit dem Auto verbunden hat. Teilweise erst Stunden später wird das Handy heiß und bei einem Blick in die Batterieeinstellungen erweist sich Ford Pass als Übeltäter. Die App muss dann manuell geöffnet und wieder ganz geschlossen werden. Zusätzlich lässt sich die App meist erst beim zweiten Versuch öffnen, weil sie beim ersten Versuch direkt abstürzt. 
Das kabellose Übertragen von Navizielen funktioniert leider auch nur sporadisch. Über die Suche gewählte Adressen können gar nicht übertragen werden, nur POIs. Das Markieren von Punkten auf der Karte und die Weitergabe an das Navi funktionieren ebenfalls nicht. 
Zeitweise wird das Fahrzeug auch fälschlicherweise als nicht aktiviert angezeigt. 
Ingesamt wäre es eine gute App in Bezug auf den Funktionsumfang, leider funktioniert das meiste nicht so, wie man es erwarten würde. 
Schade. Ford sollte sich ein Beispiel an der eigenen Ford Pass Pro App nehmen, die läuft deutlich besser.

Ergänzung nach der Antwort des Entwicklers:
Das Problem ist unabhängig von einer USB-Verbindung. Der Aufbau einer Bluetooth-Verbindung reicht bereits aus.",True,fordpass,1141464928
"{'id': 19171865, 'body': 'Hallo Nicolas_77, vielen Dank für Ihr Feedback. Wir arbeiten mit Apple zusammen, um dieses Problem zu lösen, das einige Geräte betrifft, die unter iOS 14+ laufen, nachdem sie über USB an das Fahrzeug angeschlossen wurden. Als kurzfristige Abhilfe empfehlen wir, Ihr Telefon neu zu starten.', 'modified': '2020-11-17T18:31:46Z'}",Nicolas_77,App hängt dich immer auf und saugt den Akku leer,2020-11-13 17:16:10,2,"Leider ist es so, da die App immer hängen bleibt und man drücken was man will und es passiert nichts!
Außerdem saugt die App seit neuestem den Akku meines iPhone XR ständig leer (54% Hintergrundaktivität) und das auch im WLAN.
Muss die App auch immer komplett schließen das ich weiter machen kann. Ich habe die App jetzt erstmal deinstalliert. Habe keine Lust auf ständig leeren Akku.",False,fordpass,1141464928
"{'id': 20896987, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:40:48Z'}",iPhone Paddi,Gute App die mit Sicherheit noch erweiterungsfähig ist,2020-05-12 01:21:59,4,Die App wird von update zu Update besser. Es wäre schön zu sehen ob das Fahrzeug aktuell offen oder verriegelt ist. Das kann man nicht ablesen wenn man auf die Schlösser schaut!,False,fordpass,1141464928
"{'id': 12613768, 'body': 'Hallo Cengo-112, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Es tut uns leid, dass Sie Schwierigkeiten mit dem Log In haben. Um dies zu beheben, versuchen Sie bitte den Cache zu löschen und danach die App in der neusten Version zu starten. Wenn Sie weitere Schwierigkeiten haben, wenden Sie sich bitte an unser Support-Team, das Ihnen gerne weiterhelfen wird. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App kontaktieren. Alternativ können Sie uns über FPDEU@ford.com kontaktieren.\r\nMit freundlichen Grüßen - Ihr Ford Pass Team\r\n', 'modified': '2020-04-02T10:28:47Z'}",Cengo-112,Stürzt ständig ab,2020-04-02 10:28:47,3,"Hallo zusammen, auf meinem iPhone X und iPad stürzt die App seit ca. 5 Monaten ständig ab. Trotz ständiger Aktualisierung.",True,fordpass,1141464928
"{'id': 19171889, 'body': 'Hallo bmwdete, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-04-30T17:24:10Z'}",bmwdete,LiveTraffic,2021-04-30 17:24:09,3,"LiveTraffic wird manchmal in der Karte angezeigt, manchmal nicht. Im iPhone11 steht aktiv, im Display nichts. Unsicher ob es wirklich Daten an das Navigationsgerät überträgt oder nicht.",True,fordpass,1141464928
"{'id': 19471492, 'body': 'Hallo Qurizz, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-12-01T18:48:04Z'}",Qurizz,Stabil geht anders,2020-11-26 19:51:00,2,"Potential wäre da, leider stürzt die App immer wieder ab und zeigt notifications an wo keine sind.
Ich hatte 16 Benachrichtigungen, dass der Reifendruck nicht stimm. War auch richtig, da ich beim Reifenwechsel war. Habe die Benachrichtigungen alle händisch gelöscht, aber mir werden immer noch 16 neue Nachrichten angezeigt. Klickt man dann ins Nachrichten-Menü, sind dort keine zu finden.",False,fordpass,1141464928
"{'id': 20897092, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:49:27Z'}",S. Jakobi,Ganz gut aber mit Fehlern,2020-06-06 11:01:25,2,"Die App an sich ist ganz gut, leider stürzt diese häufig ab wenn man die Fahrzeugdaten einsehen möchte.
Scrollen in den Fahrzeugdaten ist so gut wie nicht möglich (iPhone 7 plus) anzeige springt ständig an den Anfang.
Daten aktualisieren sich nicht. Letzter Stand ist Oktober 19. (Berechtigungen sind aber richtig gesetzt)
Daher ist die App aktuell fast nutzlos.
Schade eigentlich.",False,fordpass,1141464928
"{'id': 29265501, 'body': 'Hallo bln-driver, wir freuen uns, dass Sie sich die Zeit genommen haben, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt zu verbessern! Wir möchten Ihnen helfen, alle Schwierigkeiten, die Sie haben, zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" in der App oder über FPDEU@ford.com kontaktieren. Bitte teilen Sie uns, wenn möglich in einer E-Mail Folgendes mit:\r\n\r\n•\tFahrgestellnummer des Fahrzeugs\r\n•\tScreenshots von der Fehlermeldung\r\n•\tdie App-Version der verwendeten FordPass App \r\n•\tdas Handy Modell\r\n•\tBetriebssystem-Version\r\n•\tBenutzername (FordPass)\r\n\r\nIhr FordPass Team\r\n', 'modified': '2022-04-19T16:22:24Z'}",bln-driver,Leider keine Anzeige des Ladestromverbrauches der Wallbox mehr!,2022-04-06 06:39:38,3,"App-> mein Konto > Ladestation >Einblicke > Balkendiagramm 
Leider werden die Werte nicht mehr angezeigt, war eine gute Übersicht für die benötigte Lade- Energie! 

iPhone: IOS 15.4",False,fordpass,1141464928
"{'id': 20895935, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.\r\n', 'modified': '2021-02-06T13:28:31Z'}",Dr.Nafiz,App ist nicht stabil,2019-07-23 07:19:34,3,Bin iPhone 8 user . Und bei mir läuft es nicht stabil . Ich kann nicht auf Fahrzeug Daten  hoch oder runter scrollen !!!,False,fordpass,1141464928
"{'id': 27014959, 'body': 'Hallo Sebastian Meyer, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2022-02-10T18:36:24Z'}",Sebastian Meyer 00001,Fehler werden nicht behoben; Kompatibilität wird eingeschränkt,2022-02-10 18:36:24,1,"Ich habe vor mehr als einem Monaten gemeldet, dass die App in iOS 13 nicht nutzbar ist, weil sie direkt bei der Einrichtung abstürzt. Daraufhin hat mir der Support versprochen, dass man das Problem mit dem nächsten Update behoben wird. Eigentlich wollte ich die Bewertung dann auf 5 Sterne hochsetzen, aber jetzt bin ich so verärgert, dass ich sogar in den Minusbereich gehen würde, wenn es möglich wäre. Statt das Problem zu beheben wurde nämlich einfach die Kompatibilität auf iOS 14 hochgesetzt. Das ist definitiv keine echte Problembehebung und das Versprechen wurde überhaupt nicht gehalten.",True,fordpass,1141464928
"{'id': 27391669, 'body': 'Hallo Biker Chrissi, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Es tut uns leid, dass Sie Schwierigkeiten mit der FordPass App haben. Wir möchten Ihnen helfen, dies zu lösen und haben ein engagiertes Support-Team, das Ihnen gerne weiterhelfen wird. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App kontaktieren. Alternativ können Sie uns über FPDEU@ford.com kontaktieren.\r\nMit freundlichen Grüßen - Ihr Ford Pass Team.\r\n', 'modified': '2022-01-12T09:04:13Z'}",Biker Chrissi,Wäre toll wenn immer zuverlässig,2021-09-29 20:14:33,3,Leider hat die App immer wieder Fehler wie falsche Nachrichten über Fehler am Fahrzeug die laut Mechaniker nicht real existieren. Manchmal funktioniert auch die Datenübertragung von monatlichen Kraftstoff Verbrauch nicht oder die Übertragung fällt ganz aus. Viel zu ungenau und unverlässlich diese App. Schade. Wäre eine tolle Sache wenns läuft.,False,fordpass,1141464928
"{'id': 4078755, 'body': 'Lieber ChrizzBreezy, wir bedauern, dass Sie Unregelmäßigkeiten bei der Nutzung der App auf Ihrem iPhone haben. Wir haben gute Nachrichten für Sie, da dieses Problem mit mehreren Updates behoben wurde. Verwende Sie bitte die aktuelle iOS-Version. Liebe Grüße. MG', 'modified': '2018-07-03T18:27:52Z'}",ChrizzBreezy,Verbindung verloren,2018-05-28 10:12:04,1,"Leider kommt seit dem letzten Update ständig die Meldung, dass man die Verbindung zu mir verloren hätte und ich solle meine Netzwerkverbindung prüfen. Auch löschen und neu aufspielen hat leider nichts gebracht. Somit bleiben mir alle Funktionen verwehrt.

Bitte um Update! Danach auch gern wieder 5 Sterne.",False,fordpass,1141464928
"{'id': 29265485, 'body': 'Hallo SmartieSven, wir freuen uns, dass Sie sich die Zeit genommen haben, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt zu verbessern! Wir möchten Ihnen helfen, alle Schwierigkeiten, die Sie haben, zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" in der App oder über FPDEU@ford.com kontaktieren. Bitte teilen Sie uns, wenn möglich in einer E-Mail Folgendes mit:\r\n\r\n•\tFahrgestellnummer des Fahrzeugs\r\n•\tScreenshots von der Fehlermeldung\r\n•\tdie App-Version der verwendeten FordPass App \r\n•\tdas Handy Modell\r\n•\tBetriebssystem-Version\r\n•\tBenutzername (FordPass)\r\n\r\nIhr FordPass Team\r\n', 'modified': '2022-04-20T02:22:36Z'}",SmartieSven,Entriegeln per App…,2022-04-20 02:22:36,5,"…funktioniert wieder, wie durch ein Wunder 🤔
(deshalb wieder 5 Sterne).",True,fordpass,1141464928
"{'id': 20895489, 'body': 'Hallo Bikerbub, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.\r\n', 'modified': '2021-09-15T20:28:17Z'}",Bikerbub,Gut bis Sehr Gut,2021-09-15 20:28:17,5,"Die App macht genau das was Sie soll, bis auf kleine Optische Dinge gibt es auch nichts zu Meckern !!
Was hilfreich wäre und als Verbesserungs Vorschlag vielleicht umsetzbar ist wäre zum Beispiel das dass Symbol auf der Start Seite 
( Geöffnet / Start / Verschlossen ) Grün wird um zu erkennen ob eben diese zutrifft !
Man weiß nicht ob das Fahrzeug abgesperrt ist oder nicht und muss darauf vertrauen „ Hmmm habe ich jetzt zugesperrt oder nicht ? „ 🤔
Vielleicht könnt Ihr ja das in einem der nächsten Updates einplanen !
Ansonsten weiter so 👍",True,fordpass,1141464928
