developerResponse,review,rating,isEdited,title,date,userName,app_name,app_id
"{'id': 28064348, 'body': 'Gutn Tag JulesGnin,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an Verbesserungen und fügen regelmäßig weitere Funktionen in den nächsten App-Updates hinzu. Vielen Dank für Ihre Geduld.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-02-15T14:50:41Z'}","Porsche‘s neue verschlimmbesserte App sorgt bei weniger Funktionen (Ölstand wird nicht mehr angezeigt - und da dieser auch im 992 Interface nicht angezeigt wird weiß man nicht, wann man nachfüllen sollte), mehr Ausfällen und Instabilität in Kombination mit regelmäßigem automatischen Logout für noch weniger Nutzwert. Da der neue 992 ebenfalls nur noch an Montagen vom Band läuft (2 Freunde haben dasselbe Modell - und es scheint mit jedem Hyundai hätte man durchaus ein stabileres Setup) passt das alles top zusammen. Hauptsache die Preise werden regelmäßig erhöht und bei Auslieferung gibt’s nur einen Schlüssel. Danke Porsche!",1,False,Genauso schwach wie Porsche‘s neues Preisleistungsverhältnis - und damit äußerst passend,2022-02-06 11:32:21,JulesGnin,my-porsche,1559529059
"{'id': 27809446, 'body': 'Guten Tag blue.light,\r\n\nvielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen der App und freuen uns Ihnen mitteilen zu können, dass das Einstellen der Gradzahl für die Standheizung mit einem zukünftigen Update möglich sein wird. Vielen Dank für Ihr Verständnis und Ihre Geduld.\r\n\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-02-02T15:48:04Z'}","Hallo

In der einen neuen App fehlt zum Beispiel die einfache Funktion das Standklima / Temp nicht nur zu starten sondern auch die Gradzahl einstellen zu können 

Bitte nachbessern.",3,False,Es fehlen Funktionalitäten,2022-01-28 15:11:54,blue.light,my-porsche,1559529059
"{'id': 27631728, 'body': 'Guten Tag arno243,\xa0\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Wir bedauern es sehr, dass unsere App nicht Ihren Erwartungen entspricht. Wir arbeiten kontinuierlich an Verbesserungen der App und fügen regelmäßig neue Features hinzu.\xa0\n\nViele Grüße\nIhr Porsche Contact Team', 'modified': '2022-01-24T15:10:07Z'}","Erst wurde die Vorgängerapp über Monate nicht gepflegt und jetzt: eine einzige Enttäuschung.
Allein der Vodafone typische Verbindungsaufbau dauert selten unter 15 Sekunden.
Wie kann man denn so etwas heutzutage anbieten?
Die Funktionalität gegenüber BMW und Mercedes weit abgeschlagen.
Peinlich dass Porsche sich eine solche Blöße gibt.",2,False,Enttäuschend,2022-01-22 14:11:35,arno243,my-porsche,1559529059
"{'id': 29598221, 'body': 'Guten Tag Seovardo,\r\n\nvielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen unserer App und werden in Kürze weitere Funktionen hinzufügen. Um Ihnen weiterhelfen zu können bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ senden Sie bitte eine E-Mail (inkl. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-06T14:20:19Z'}","Die App schaut echt gut aus, aber die Verbindung zum Kalender für die Connect-Dienste kann man nicht mehr nutzen. Finde es frech, die Connect App abzusägen aber solche kostenpflichtigen Funktionen nicht integriert zu haben.",3,False,Hübsch aber lückenhaft,2022-05-04 11:06:55,Seovardo,my-porsche,1559529059
"{'id': 27564049, 'body': 'Guten Tag WoFey, \r\nwir bedanken uns für Ihr Feedback und entschuldigen uns für die Performance-Probleme, die unsere App zeitweise hatte. Diese sind behoben und Sie sollten nun auch Ihre Fahrzeugdaten abrufen können. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung wissen lassen, ob Sie die Funktionen nun nutzen können. Vielen Dank. \r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:56:10Z'}","Läuft extrem schlecht. Es wird gerade mal die Fahrgestellnummer meines 911 angezeigt. Seit 2 Tagen versucht die App die Daten vom Fahrzeug zu lesen aber ohne Erfolg. Leider habe ich die alte App gelöscht, 
die hat perfekt funktioniert.
Schade dass man diese nicht mehr installieren kann. Warum muss man etwas Gutes durch etwas so schlechtes ersetzen?",1,False,Keine Verbindung zum Fahrzeug,2022-01-13 07:58:47,WoFey,my-porsche,1559529059
"{'id': 27563296, 'body': 'Guten Tag tonimedusa, \r\nvielen Dank für Ihr Feedback und die Verbesserungsvorschläge - ist notiert. \r\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:15:10Z'}","Ihr solltet euch auf jeden Fall nochmal ein Beispiel an Mercedes nehmen, was die Technik angeht. Fensteröffnung per App fehlt, sowie das Ausschalten des Alarms, wenn dieser mal anspringt, Akkustand vom Taycan wurde vorher übersichtlicher angezeigt.",2,False,Verbesserungsbedarf!,2022-01-12 14:14:16,tonimedusa,my-porsche,1559529059
"{'id': 28233433, 'body': 'Guten Tag jayjay839,\r\n\nbezüglich des Problems mit der fehlerhaften Anleitung - wir haben das Problem mit dem neuen Update behoben und haben folgende Lösung für Sie: Bitte löschen Sie die Anleitung zunächst über Konto -> Einstellungen -> Anleitung -> Tippen auf den Mülleimer. Danach tippen Sie bitte im Homescreen auf Ihr Fahrzeug -> Anleitung -> Herunterladen. Nun sollte der Fehler behoben sein. \n\nViele Grüße, \nIhr Porsche Contact Team', 'modified': '2022-02-24T10:10:27Z'}","Heruntergeladene Fahrzeuganleitungen werden nicht angezeigt.
Ansonsten ein deutlicher Fortschritt zu Connect.",3,False,Anleitungen,2022-02-03 06:43:05,jayjay839,my-porsche,1559529059
"{'id': 28978294, 'body': 'Guten Tag oliverkäs,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Bezüglich Speed- oder Location-Alarm-Benachrichtigungen: Sie erhalten keine Benachrichtigungen, wenn Sie mit Apple CarPlay verbunden sind. Um die Benachrichtigungen zu erhalten, empfehlen wir daher, die Verbindung zu Apple CarPlay zu trennen. Wir arbeiten bereits daran, dies zu beheben. Sollten Sie nicht mit Apple CarPlay verbunden sein und dennoch keine Benachrichtigungen erhalten, wenden Sie sich bitte an smartmobility@de.porsche.com. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung mitteilen, ob diese Informationen hilfreich für Sie waren. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-04-05T14:55:57Z'}","Man hätte noch warten müssen mit der neuen App. Weiß nicht wo euer Druck herkommt - eine nicht fertige APP anzubieten für ein etwas anderen Automobilhersteller gerade im Segment der besonderen Art.

Zu den ganzen Kritiken noch eine:

Warum erscheint keine Warnmeldung beim verlassen oder überschreiten der Geschwindigkeit auf meinen Handy als Banner obwohl alles richtig eingestellt ist?",2,False,Man hätte noch warten müssen …,2022-03-29 21:07:01,oliverkäs,my-porsche,1559529059
"{'id': 30455174, 'body': 'Guten Tag zani696,\r\n\nwir kommen noch einmal auf Sie zurück, um Ihnen mitzuteilen, dass Sie mit dem neuen My Porsche App-Update nun auch die Reifendruckanzeige nutzen können. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung mitteilen, ob Sie mit der Nutzung der Funktion zufrieden sind. Vielen Dank. \r\n\nMit freundlichen Grüßen \r\nIhr Porsche Contact Team\r\n', 'modified': '2022-06-20T12:30:50Z'}",Ich kann nur die Rezension von Vor mir bestätigen keine Reifendruck usw. und Ruhemodus nach Aktualisierung Verbesserung angebracht. ansonsten super,3,False,Keine Reifendruck,2022-05-30 12:00:02,zani696,my-porsche,1559529059
"{'id': 28474755, 'body': 'Guten Tag RamFid66, \r\n\nvielen Dank für Ihr positives Feedback und Ihre aktualisierte Bewertung. Wir wissen es sehr zu schätzen, dass Sie sich Zeit dafür genommen haben.\r\n\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-03-09T15:32:07Z'}","Mit dem neuen Bugfix wurde das Problem „Anleitungen werden nicht angezeigt“ behoben.

Vielen Dank, dass das so schnell geklappt hat!
Sehr gute App!

VG",5,False,Danke an das Entwicklerteam!,2022-02-23 13:47:46,RamFid66,my-porsche,1559529059
"{'id': 27563279, 'body': 'Guten Tag Speedy 356, \nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten, die Probleme mit den Car Connect Diensten haben wir inzwischen behoben. Zudem arbeiten wir kontinuierlich an der Weiterentwicklung unserer App. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung wissen lassen, ob sich die Performance verbessert hat. Vielen Dank. \r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:13:50Z'}","guten Tag an das Entwicklungsteam - App installiert…Funktionen der Connect app sind gegeben, aber nicht die der Car Connect app
Habe mehrere Fahrzeuge….",3,False,Car Connect Funktionalität nicht gegeben,2022-01-12 12:01:33,Speedy 356,my-porsche,1559529059
"{'id': 29514035, 'body': 'Guten Tag Lukas9921,\r\n\nvielen Dank für Ihr Feedback. Wir bedauern es sehr, dass Sie unzufrieden mit unserer App sind. Leider können Sie mit Ihrem 992 nur die Standheizung als Klimatisierungsfunktion per App steuern, sollten Sie sich diese konfiguriert haben.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-02T15:00:11Z'}","Grundsätzlich eine gute App. Aber 99€ / Jahr zu bezahlen für die Connect Dienste, wo ich durch die App mein Fahrzeug aufmachen kann lohnt sich für mich nicht. Ich denke auch dass diese Funktion von den wenigsten Kunden genutzt wird. 

Ich finde es schade, dass ich bei meinem 992 nicht zumindest die Klimaanlage darüber steuern kann. Das wäre ein echter Mehrwert. 

Schade!",2,False,Eine App mit viel Potential,2022-04-22 22:54:47,Lukas9921,my-porsche,1559529059
"{'id': 26754886, 'body': 'Guten Tag Hammerschmiedt,\xa0\n\nvielen Dank für Ihr Feedback. Wir haben gute Neuigkeiten, bald wird die Anzeige in der My Porsche App verfügbar sein! Wir würden uns sehr freuen, wenn Sie uns anschließend über eine aktualisierte Bewertung wissen lassen, ob das Feature Ihren Erwartungen entspricht.\xa0\n\nIhr Porsche Contact Team', 'modified': '2021-12-10T10:18:08Z'}",Könnt ihr bei der Akku Anzeige auch Anzeigen mit wieviel kw beladen wird,3,False,App,2021-12-01 11:03:58,Hammerschmiedt,my-porsche,1559529059
"{'id': 29859886, 'body': 'Guten Tag Hariulf,\r\n\nvielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an Verbesserungen unserer App und werden in Kürze weitere Funktionen, z.B. die Reifendruckanzeige, hinzufügen. Vielen Dank für Ihre Geduld.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-20T07:31:22Z'}","Leider hat sich am Funktionsumfang seit Monaten nichts getan. Reifendruck, Blink- und Hupfunktionen  sowie die Statusanzeige des Verdeckzustands gibt es nach wie vor leider nur in der Connect App die nun bald wegfällt!",3,False,Funktionsumfang,2022-04-25 21:03:04,Hariulf,my-porsche,1559529059
"{'id': 30455136, 'body': 'Guten Tag Gucki2005,\r\n\nwir kommen noch einmal auf Sie zurück, um Ihnen mitzuteilen, dass Sie mit dem neuen My Porsche App-Update nun auch die Reifendruckanzeige nutzen können. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung mitteilen, ob Sie mit der Nutzung der Funktion zufrieden sind. Vielen Dank. \r\n\nBeste Grüße \r\nIhr Porsche Contact Team', 'modified': '2022-06-20T12:29:49Z'}",Wo finde ich die in der Vorgänger-App noch vorhandene Reifendruckanzeige?,5,False,Reifendruck,2022-02-12 10:55:01,Gucki2005,my-porsche,1559529059
"{'id': 26626177, 'body': 'Hallo Col. Cologne, vielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an der Verbesserung und Weiterentwicklung unserer App. Zudem haben wir gute Neuigkeiten für Sie, bald kommen weitere Funktionen wie z.B. Trip-Daten hinzu! Ihr Porsche Contact Team', 'modified': '2021-12-03T12:54:50Z'}","Die alte „connect-App“ funktioniert noch tadellos und zeigt alle Informationen an. Auch die PCM-Dienste wie Online-Radio und Apple-Music. Und diese sind dann auch im Auto nutzbar. 
Nach dem Wechsel auf die neue „my Porsche“-App funktioniert Apple-Music und Online-Radio nicht mehr! Erst der Wechsel zur alten App brachte die Funktion zurück. Auch ist der Informationsgehalt der neuen App kleiner. Z. B. sind die Trip-Angaben gestrichen worden…",1,False,Funktioniert nicht vollständig,2021-11-17 18:50:46,Col. Cologne,my-porsche,1559529059
"{'id': 27585413, 'body': 'Guten Tag KarlOtto28,\xa0\nvielen Dank für Ihr Feedback! Es freut uns sehr, dass Ihnen unsere App gefällt. Wir arbeiten kontinuierlich an der Weiterentwicklung der App und Ihren Verbesserungsvorschlag zur AppleWatch-Integration haben wir aufgenommen.\xa0\nIhr Porsche Contact Team', 'modified': '2022-01-21T15:24:34Z'}","Liebes Porsche Team, vielen Dank für die super App. Leider fehlt die Kompatibilität zur iWatch. Wird die Anbindung noch kommen?",3,False,"Super App, leider nich für die iWatch",2022-01-16 21:47:51,KarlOtto28,my-porsche,1559529059
"{'id': 28064332, 'body': 'Guten Tag Teddy200,\r\n\nvielen Dank für Ihr Feedback. Wir bedauern sehr, dass Sie unzufrieden mit unserer App sind. Das Ziel der My Porsche App ist es, alle bestehenden Porsche Apps in einer übersichtlichen App zu vereinen. Dabei arbeiten wir kontinuierlich an Verbesserungen und fügen regelmäßig weitere Funktionen hinzu. Sollten Sie weiterhin Probleme mit unserer App haben, bitten wir Sie, uns mehr Details (z.B. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com zu senden. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-02-15T14:49:40Z'}","Tolles Auto, aber warum (seit Monaten, eher Jahren) eine so schwache App? Minimales Funktionsangebot, wenig nutzerfreundlich, langsame Verbindung, Werbung, fehleranfällig, … Ganz schlimm: warum ist das letzte Update eine neue App und kein Update der bestehenden? Bei der App jagt eine Katastrophe die nächste. Sehr schade, weil eine vertane Chance. Zieht die komplette Fahrzeug Experience nach unten. Vielleicht über einen Wechsel des App Entwicklers nachdenken …?",1,False,"Sehr schade, schwache Leistung!",2022-02-05 17:07:16,Teddy200,my-porsche,1559529059
"{'id': 27810314, 'body': 'Guten Tag UWE GT3, \r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns in höchstem Maße für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen unserer App.  \r\n\nViele Grüße,\r\nIhr Porsche Contact Team', 'modified': '2022-02-02T16:38:04Z'}","Der Verbindungsaufbau der my Porsche App zum Fahrzeug ist eine Katastrophe. Dauerte schon mit der Connect App lange, die neue App macht nahezu jeden Verbindungsaufbau zum Taycan zu einer Geduldsprobe. Werde die Connect App noch so lange verwenden, bis die Probleme gelöst sind. Die Versuche vom Porsche Smartmobility Support die Probleme auf den Standort des Fahrzeuges zu schieben sind ein kläglicher Lösungsversuch.",1,False,Verbindungsaufbau mangelhaft,2022-01-29 11:59:55,UWE GT3,my-porsche,1559529059
"{'id': 30455098, 'body': 'Guten Tag Felipe DLC,\r\n\nwir kommen noch einmal auf Sie zurück, um Ihnen mitzuteilen, dass Sie mit dem neuen My Porsche App-Update nun auch Hupen und Blinken nutzen können. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung mitteilen, ob Sie mit der Nutzung der Funktionen zufrieden sind. Vielen Dank. \r\n\nViele Grüße \r\nIhr Porsche Contact Team', 'modified': '2022-06-20T12:28:35Z'}",Kein Licht und Hupen per App mehr? Das ging doch sogar noch mit der alten Connect App.,2,False,Funktionen fehlen,2022-01-27 21:22:30,Felipe DLC,my-porsche,1559529059
"{'id': 27563345, 'body': 'Guten Tag makl1510, \r\nwir bedanken uns für Ihr Feedback und entschuldigen uns für die Performance-Probleme, die unsere App zeitweise hatte. Diese sind größtenteils behoben und Sie sollten nun auch Remote-Funktionen sehen können. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung wissen lassen, ob Sie die Funktionen jetzt nutzen können. Vielen Dank. \r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:18:18Z'}","Panamera e-Hybrid MJ 2021 ist nicht zu verbinden. GPS zeigt fehlerhaften Standort, e-hybride Funktionen verschwunden, kein Remote charge Control. Große Ankündigung via Email und dann eine Qualität die sich nicht mal der günstigste Automobilhersteller erlauben würde. Peinlich, schlecht und einer Marke Porsche nicht würdig!",1,False,Keine Connection und weniger Funktionen,2022-01-12 16:32:56,makl1510,my-porsche,1559529059
"{'id': 30236730, 'body': 'Guten Tag ukro,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Bitte stellen Sie uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" oder indem Sie einfach Ihr Smartphone bei geöffneter App schütteln zur Verfügung. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ senden Sie bitte eine E-Mail (inkl. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-06-08T09:39:01Z'}","Die APP hat sich nicht verbessert seit über 1 Jahr.
Der wichtige Fahrzeugstatus wird meist garnicht oder fehlerhaft angezeigt!
Z.B. Tür offen, obwohl verschlossen. Also renn ich „Doof“ mal wieder zum „billigen“ Porsche 911 um festzustellen, er ist doch richtig verschlossen.
Richtig peinlich ist diese APP, da schämt man sich eher, anstatt stolz zu sein auf den Porsche!
Guckt mal bei den preiswerteren Mitanbietern im Markt, die können das mit der APP.😉",1,False,Sehr großes Verbesserungspotential,2022-06-02 20:36:28,ukro,my-porsche,1559529059
"{'id': 27444407, 'body': 'Guten Tag Ädbekeod, \nvielen Dank für Ihr Feedback! Wir entschuldigen uns für die Unannehmlichkeiten. \nAls kleiner Tipp: Es kann zu Verbindungsproblemen kommen, wenn sich das Fahrzeug in der Garage befindet. \nDamit wir Ihnen dennoch konkret weiterhelfen können, bitten wir Sie außerdem, uns weitere Details (z.B. Porsche ID, App Version, Fehlermeldung) an folgende E-Mail-Adresse zu senden: smartmobility@de.porsche.com. Vielen Dank. \nIhr Porsche Contact Team', 'modified': '2022-01-14T12:41:37Z'}","Panamera liegen wohl nicht im Fokus der App... 2021 Modell und die letzt erfolgreiche verbindung vor 48 Tagen... die neue App verbindet genauso wenig wie die anderen zuvor... wobei die alte Car Connect App ab und zu mal funktionierte, dass ist nun allem anschein nach, auch Geschichte. Ich bin mal gespannt, wann das ganze gescheit Funktioniert.",1,False,4 Porsche Apps keine verbindet...,2021-12-22 21:20:48,Ädbekeod,my-porsche,1559529059
"{'id': 26096774, 'body': 'Sehr geehrter CalvinK1010, Vielen Dank für Ihre ausführliche Bewertung. Wir entschuldigen uns für die Unannehmlichkeiten und arbeiten stets an den Verbesserungen der App. Bitte kontaktieren Sie uns dazu direkt mit einer detaillierten Beschreibung Ihres Anliegens (z.B. Porsche ID, App Version, Fehlermeldung): smartmobility@de.porsche.com. Wir freuen uns, von Ihnen zu hören. Ihr Porsche Contact Team', 'modified': '2021-11-05T10:22:24Z'}","auf dem iPhone 12 pro.
Sehr enttäuschend!",1,False,Funktioniert leider nicht,2021-10-22 20:00:44,CalvinK1010,my-porsche,1559529059
"{'id': 29513986, 'body': 'Guten Tag Generalfi,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns im höchsten Maße für die Unannehmlichkeiten. Um Ihnen weiterhelfen zu können, bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ senden Sie bitte eine E-Mail (inkl. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-02T14:58:55Z'}","Ich wurde durch Vodafone per Mail angeschrieben, das ein Reset im Porsche Zentrum durchgeführt werden muß. Ergebnis: Es wurde das PCM Modul auf Garantie ausgetauscht, das Fahrzeug stand drei Tage bei Porsche und es funktioniert immer noch nicht. Anfragen wurden von Porsche an Vodafone nicht beantwortet…
Es ist echt traurig dass man ein hochwertiges Fahrzeug fährt, für einen Dienst im Vorraus bezahlt, ihn aber nicht nutzen kann.
Mal sehen, ob ich noch eine Gutschrift von Vodafone gibt.",1,False,Keine Verbindung seit vier Wochen,2022-04-19 15:29:04,Generalfi,my-porsche,1559529059
"{'id': 30236686, 'body': 'Guten Tag Buzz_Lightyear,\r\n\nwir melden uns noch einmal wegen der fehlerhaften Ladestation-Filterung: Wir haben das Problem nun analysiert und arbeiten an einer schnellstmöglichen Lösung. Vielen Dank, dass Sie uns darauf aufmerksam gemacht haben.\r\n\nViele Grüße\r\nIhr Porsche Contact Team\r\n', 'modified': '2022-06-08T09:37:55Z'}","Ich finde es eine Frechheit was Porsche hier den Fahrern eines Autos aus der höchsten Preisklasse zumutet.

Die alte App wird abgeschaltet und es wird eine Quasi-Beta-Version freigegeben mit der man sich nun herumschlagen darf. Die Verbindung zum Fahrzeug dauert manchmal bis zu 1min, wenn überhaupt eine Verbindung stattfindet. Der Charging-Service, der nun über die App läuft, ist absoluter Horror. Der Filter funktioniert überhaupt nicht, wie soll man hier eine Station finden. Ich kann bspw. >270kW einstellen, speichern und sehe alle 22kW Station. 

Die Tripanzeige zeigt nur noch den letzten Trip an. Vorher war auch eine Historie möglich.

Ich könnte das so fortsetzen und finde es wirklich unverschämt was man hier den Käufern zumutet. Ich kann mir nur vorstellen, dass die Vorgesetzten der Entwickler diese App noch nie genutzt haben und damit täglich arbeiten sollen. Denn ansonsten würde ich dieses Team komplett austauschen.",1,False,Diese App ist eine Zumutung,2022-05-30 14:42:38,Buzz_Lightyear,my-porsche,1559529059
"{'id': 30117330, 'body': 'Guten Tag pathei,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen unserer App und ihrer Funktionen. Wenn Sie in der App Probleme feststellen, bitten wir Sie uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ senden Sie bitte eine E-Mail (inkl. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team\r\n', 'modified': '2022-06-02T08:34:54Z'}","Kilometerangabe bei Füllstand, Trip Daten, Reifendruck….manchmal da, manchmal nicht da….manchmal “0” , manchmal korrekt….Verbindung nicht stabil. Für einen Porsche unwürdig. Digitalisierungskompetenz bei Porsche eindeutig nicht vorhanden. Schade",1,False,Leider unwürdig für dieses Segment…,2022-05-29 16:04:48,pathei,my-porsche,1559529059
"{'id': 28720306, 'body': 'Guten Tag etzling,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. In der neuen My Porsche App können Sie über die Karte weiterhin Adressen und Orte favorisieren. Um sich den exakten Standort Ihres Fahrzeugs anzeigen zu lassen, tippen Sie bitte im ""Karte""-Tab auf ihr Fahrzeugbild. Um ein Problem mit der App zu melden, bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ bitten wir Sie, uns eine E-Mail an smartmobility@ch.porsche.com zu senden, falls Sie in der Schweiz wohnhaft sind, oder an smartmobility@de.porsche.com, falls Sie in Deutschland wohnhaft sind. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Posche Contact Team', 'modified': '2022-03-22T14:51:42Z'}","Zu langsam.  Schlechte Verbindung im Grenzbereich. Die Verbindung über Vodafon ist katastrophal. In der alten Porsche. Connect App konnte man POI einstellen. Das hat ohne Kommentar gelöscht. Die Mail Adresse in der Schweiz um sich zu beschweren  ist falsch! 
In der neuen App ist das Auto nicht richtig zu lokalisieren. Da sofort auf ein Routen Programm umgeschaltet wird. Wer programmiert da?",1,False,Bockmist!,2022-03-17 14:11:24,etzling,my-porsche,1559529059
"{'id': 27631644, 'body': 'Sehr geehrter Herr Thannisch,\nes tut uns leid zu hören, dass Sie unzufrieden sind mit den Remote Funktionen. Unser Support Team wird sich bei Ihnen melden und Ihnen behilflich sein. \nIhr Porsche Contact Team', 'modified': '2022-01-24T18:42:10Z'}","Der 911 fährt gut, aber die Sofware, das primitive Display ( Käfer) , die nicht funktionierende Renote Funktion lassen mich das Auto hassen. Ich werd den verkaufen und mir den AMG SL kaufen. Ich bin richtig sauer auch der Support versteht nichts.
Update: Ich hatte heute ein Gespräch mit dem Support und die versuchen das jetzt zu reparieren.",1,True,Absoluter Schrott aber Hilfe in Aussicht,2022-01-24 18:42:10,Holger Thannisch,my-porsche,1559529059
"{'id': 29433070, 'body': 'Sehr geehrter Kunde,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns in höchstem Maße für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an der Verbesserung unserer App, insbesondere im Bezug auf Performance.\r\n\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-04-27T15:28:49Z'}","Liebes Porsche Entwicklerteam, Ich fahre einen Taycan und nutze eigentlich die Standklimatisierung regelmäßig. Gleiches gilt für die Ladesteuerung/-Überwachung. Allerdings funktioniert die Verbindung zum Fahrzeug über die App bestenfalls sporadisch. Es macht wenig Freude, jedesmal nach draußen zum Fahrzeug zu rennen. So nutzt die App leider gar nichts.",1,False,Verbindung funktioniert nicht zuverlässig,2022-04-16 16:38:28,Frustrierter Leser,my-porsche,1559529059
"{'id': 28474775, 'body': 'Guten Tag Guerlain 110,\r\n\nvielen Dank für Ihr Feedback und Ihre aktualisierte Bewertung. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen und werden bald weitere Features hinzufügen.\r\n\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-03-09T15:33:25Z'}",Von den Funktionen eine miese app und mind. 3 Jahre hinterher.,2,False,Im Gegensatz zu BMW und Mercedes eher traurig,2022-02-23 20:25:54,Guerlain 110,my-porsche,1559529059
