review,title,rating,developerResponse,userName,date,isEdited,app_name,app_id
Wieso kann ich mich nicht anmelden? Es steht immer Zeitüberschreitung,Anmeldung,4,"{'id': 16928010, 'body': 'Wir entschuldigen uns für die Unannehmlichkeiten. Der Login sollte nun wieder problemlos möglich sein. Bitte aktualisiere zunächst auf die aktuellste Version 1.3.0 und versuche es erneut. Wenn alles läuft, freuen wir uns natürlich über weiteres Feedback von dir. Viele Grüße! ', 'modified': '2020-07-28T12:26:16Z'}",deni.rados,2020-07-27 13:12:22,False,mercedes-me,1487652920
"Ich stehe auf sowas! Die meistgenutzten Funktionalitäten sind die Kontrolle des Ladezustands und die Vortemperierung zur Abfahrtszeit. Gerne möchte ich aber auch noch die Ladeleistung drosseln können und einen SoC<50% als Zielzustand eingeben. Also bitte weiter verbessern, Mercedes!",Tolle App mit Suchtpotential,5,"{'id': 26034223, 'body': 'Machen wir, joergl-EQC! Herzlichen Dank für das tolle Feedback! 😍', 'modified': '2021-11-02T11:23:59Z'}",joergl-EQC,2021-10-31 13:47:45,False,mercedes-me,1487652920
"Seit drei Jahren bin ich dabei und nutze die App.
Oft hatte sie nicht richtig funktioniert und habe dann oft an der Verbesserung mitgearbeitet. Nun soll ich 39€ + 39€ + 59€ für ein weiteres Jahr zahlen. Das ist viel zu teuer und enttäuschend!",Zu teuer,5,,Wendste,2021-01-09 13:18:46,False,mercedes-me,1487652920
"Alles funktioniert wie es soll, schönes App-Design, alles stabil. 

Einen Verbesserungsvorschlag hätte ich aber: Alles in eine App. Finde die vielen verschiedenen Apps nicht so elegant gelöst. Daher fände ich eine App mit den ganzen Funktionen viel einfacher.",Tolle Apps Mercedes!,5,"{'id': 22365930, 'body': 'Herzlichen Dank für dein Feedback, Espressooo! 😊👍', 'modified': '2021-04-21T06:21:45Z'}",Espressooo,2021-04-19 11:25:33,False,mercedes-me,1487652920
"Viele gute und wichtige Funktionen. Leider recht unzuverlässig (Fahrzeug nicht erreichbar) trotz gutem Netz. Im Winter ist das wirklich unbefriedigend, wenn die Vorklimatisierung nicht zuverlässig startet. 
Und warum kann man die App über Alexa per Sprache steuern, aber nicht über Apple Telefone (Siri Shortcuts). Leider auch keine richtige Unterstützung für die Watch. Nach so vielen Jahren, wo es die App nun schon gibt, wäre es schonmal an der Zeit, auf das Niveau von Standard Apple Apps zu kommen! Legt mal los! Das könnt Ihr besser!",Luft nach oben ….,4,"{'id': 27649610, 'body': 'Danke für dein Feedback, Sonymax7134! Wir legen los. 😉', 'modified': '2022-01-25T09:42:49Z'}",Sonymax7134,2022-01-22 19:59:21,False,mercedes-me,1487652920
"Die App ist perfekt. Mehr muss ich dazu nicht sagen. 
Das einzige was mir etwas seltsam erscheint, dass die App bei der App-Übersicht (wenn man auf dem Homebildschirm unter iOS ganz nach rechts wischt) MercedesMe im Bereich „Andere“ eingeordnet wird. Vielleicht könnt ihr das noch ändern.",Nur eine Anmerkung,5,"{'id': 20547162, 'body': 'Danke für deine Bewertung und den Hinweis, WaVe_Horizon! 👍', 'modified': '2021-01-21T08:46:10Z'}",WaVe_Horizon,2021-01-19 14:58:02,False,mercedes-me,1487652920
Ich kann leider seit dem letzten Update mich nicht mehr einloggen vorher war die App aber Top.,Update,5,"{'id': 19434874, 'body': 'Bitte entschuldige, Peppi0310. Sollte es weiterhin nicht funktionieren, überprüfen wir dein Setup. Melde dich dazu unter der 00800 9 777 7777 . Je nach Anrufaufkommen können leider gewisse Wartezeiten entstehen. Viele Grüße!', 'modified': '2020-11-30T10:48:31Z'}",Peppi0310,2020-11-28 16:41:14,False,mercedes-me,1487652920
"Bei der Erstanmeldung den Fehler „Zeitüberschreitung bei der Anmeldung“ bekommen. 

Zum Glück fährt das Auto ohne App... ;-)",Fehler bei erster Anmeldung,5,"{'id': 16927909, 'body': 'Wir entschuldigen uns für die Unannehmlichkeiten. Der Login sollte nun wieder problemlos möglich sein. Bitte aktualisiere zunächst auf die aktuellste Version 1.3.0 und versuche es erneut. Wenn alles läuft, freuen wir uns natürlich über weiteres Feedback von dir. Viele Grüße! ', 'modified': '2020-07-28T12:22:51Z'}",Dgbhdsfghjj,2020-07-27 13:43:32,False,mercedes-me,1487652920
"Die Pre-entry climate control ist die von mir am meisten genutzte Funktionalität in der App, um mein Fahrzeug (Hybrid) zu einem bestimmten Zeitpunkt temperiert zu haben. In der alten App konnte man einfach den Abfahrtszeitpunkt definieren (wenn auch hakelig da man mehrmals speichern musste bis der Wert angenommen wurde). 
In der neue App ist das direkte setzen eines Abfahrtszeitpunkts nicht mehr möglich. Man muss zuerst die Pre-entry climate control aktivieren was dazu führt dass die Klimaanlage losläuft. Dann kann man den Abfahrtszeitpunkt auf die gewünschte Uhrzeit ändern. Klimaanlage geht dann wieder aus und startet zum gewünschten Zeitpunkt. Usability ist damit unterirdisch. Der Request um die Pre-entry climate control zu aktiven dauert 20s. Dann weitere 25s bis die aktive Pre-entry climate control in der App als aktiv angezeigt wird und man den Abfahrtszeitpunkt setzen kann. 
Deswegen nur 1 Stern. Wenn das richtig funktionieren würde wären es 4 Sterne da die App deutlich übersichtlicher ist als die alte App.",Pre-entry climate control nicht nutzbar,1,"{'id': 17232931, 'body': 'Danke für dein Feedback, FKX747. Hier arbeiten wir bereits an einer entsprechenden Lösung. Viele Grüße!', 'modified': '2020-08-12T08:56:33Z'}",FKX747,2020-08-11 18:30:22,False,mercedes-me,1487652920
"Leider zeigt die App nicht den aktuellen Status an, sondern einen teilweise mehrere Stunden alten. 
Dadurch kommen Meldungen an, daß Fenster und Türen geöffnet sind, oder die Batterie nicht geladen ist. 
Schade eigentlich. 
Ich hoffe, dass dies bald verbessert wird.",Aktualisierung?,3,"{'id': 17042850, 'body': 'Wir entschuldigen uns für alle Unannehmlichkeiten, die trotz ausführlicher Tests in Verbindung mit der aktuellen Umstellung auftreten, Zip???. Sei versichert, dass wir alles tun, um jedem unserer Kunden das beste Erlebnis zu bieten. Melde dich zur genauen Überprüfung gerne jederzeit direkt bei unseren Spezialisten unter der 00800 9 777 7777 .', 'modified': '2020-08-03T09:12:11Z'}",Zip???,2020-08-01 11:54:43,False,mercedes-me,1487652920
"Hallo 

Die Meldung wenn das Fahrzeug entriegelt wird bzw. das jemand es entriegelt hat, dauert zu lange! 

Hier würde ich mir eine zeitnahe Meldung wünschen!",Übermittlungszeit,5,"{'id': 17975872, 'body': 'Danke für dein Feedback, M.! Weitere Optimierungen dazu sind bereits in Arbeit, das nächste Update erscheint in Kürze. Wir freuen uns auf weitere Rückmeldungen und wenn du unsere Unterstützung benötigst, nutze einfach die Support-Funktion unter ""Hilfe"" (via Hamburger-Menü-Icon oben links) in der App. Viele Grüße!', 'modified': '2020-09-20T11:43:06Z'}",M.Schimweg,2020-09-18 12:17:06,False,mercedes-me,1487652920
"Leider werden bei der Routenplanung über die App keine LifeTraffic Daten berücksichtig und angezeigt. Das empfinde ich doch gegenüber der alten Version eher als einen Rückschritt. Ansonsten ist die App gelungen und intuitiv zu bedienen.
D. Becker",LifeTraffic,4,"{'id': 18197070, 'body': 'Gutes Feedback, feldi58c. Danke dafür! 👍', 'modified': '2020-09-30T12:47:54Z'}",feldi58c,2020-09-29 08:28:56,False,mercedes-me,1487652920
Tolle und einfache Bedienung. Alles funktioniert wie es soll,Endlich eine funktionierende Remote App,5,"{'id': 17714409, 'body': '😊👍 Dankeschön, KRUES1990!', 'modified': '2020-09-06T09:40:38Z'}",KRUES1990,2020-09-04 03:53:59,False,mercedes-me,1487652920
"Die Me App bietet durch ihre einfache Handhabung eine gute Übersicht und ist sehr transparent aufgebaut. 

Alles in allem, eine sehr praktische Fahrzeug App.","Mercedes Me App, sehr praktisch !!",5,"{'id': 28333996, 'body': 'Herzlichen Dank für das positive Feedback! 😀', 'modified': '2022-03-02T12:53:29Z'}",RS / EQC,2022-02-28 14:21:51,False,mercedes-me,1487652920
Die neue Version schaltet die Funktionen nur verzögert frei.,Freischalten der Funktionen erfolgt verzögert,4,"{'id': 17112521, 'body': 'Hallo Tk4711! Die Freischaltung neuer Funktionen kann tatsächlich etwas Zeit in Anspruch nehmen, wir bitten hier um dein Verständnis. 😉 Viele Grüße!', 'modified': '2020-08-06T06:11:25Z'}",Tk4711,2020-08-05 20:14:35,False,mercedes-me,1487652920
"Liebes Mercedes Team, 
ich bin mit der App, so wie sie jetzt ist, mit 8 von 10 Punkten zufrieden. 
Grundsätzlich gefällt es mir, dass es überhaupt diese App gibt. 
Danke an die Entwickler!!!",Verbesserungen sind gelungen.,5,"{'id': 17729503, 'body': '💖', 'modified': '2020-09-07T18:13:20Z'}",Kimawei,2020-09-07 18:13:20,True,mercedes-me,1487652920
Die Registrierung verlief bestens und schnell.  Durch die sehr übersichtliche Benutzeroberfläche und dem gelungenen Design insgesamt eine perfekte User-Experience!,Top!,5,"{'id': 17042145, 'body': 'Herzlichen Dank, Arbnor45! 😊👍', 'modified': '2020-08-03T08:53:14Z'}",Arbnor45,2020-07-31 23:01:52,False,mercedes-me,1487652920
"Standheizung aktivieren: App starten auf entsprechenden Menüpunkt gehen. Zur Auswahl steht nur deaktivieren, obwohl die aus ist. Deaktivieren ausgewählt und ewig warten, bis dann aktivieren ausgewählt werden kann. Wieder warten, bis dann etwas passiert. 
Abgesehen von dem Kritikpunkt ist die App ganz brauchbar.",Aktivierung der Standheizung manchmal langwierig,4,"{'id': 19645430, 'body': 'Danke für deine Rückmeldung, Rc_tippler. Hier sind weitere Optimierungen bereits in Arbeit. das nächste Update erscheint in Kürze.', 'modified': '2020-12-09T11:33:32Z'}",Rc_tippler,2020-12-08 07:53:54,False,mercedes-me,1487652920
Find die neue App besser als die alte es geht zwar noch nicht alles aber die App ist noch ganz neu. Weiter so bin ein Fan davon,Die App ist übersichtlicher,5,"{'id': 16969840, 'body': '😍👍 Herzlichen Dank, Traumvonmorgen!', 'modified': '2020-07-30T06:23:50Z'}",Traumvonmorgen,2020-07-29 11:17:21,False,mercedes-me,1487652920
Leider funktioniert die App nicht mehr richtig früher wurde ich immer benachrichtigt sobald mein Fahrzeug das Gebiet betreten oder verlassen habe.,Funktioniert nicht mehr richtig,5,"{'id': 25267837, 'body': 'Bitte entschuldige, giusegae. Wenn es auch nach einer Neu-Installation der App dabei bleibt, melde dich einmal bei unserem Support unter der 00800 9 777 7777 . Je nach Anrufvolumen können leider längere Wartezeiten entstehen. Viele Grüße! ', 'modified': '2021-09-23T06:33:48Z'}",giusegae,2021-09-21 19:03:27,False,mercedes-me,1487652920
Mit meinem GLE sowie 3 weiteren Fahrzeugen in der Familie funktioniert die App ganz hervorragend. Viele nützliche features sind hinzugekommen. Wirklich gut gemacht!,Erste Sahne!,5,"{'id': 17303033, 'body': 'Herzlichen Dank, Andreas! 😍👍👍', 'modified': '2020-08-16T08:41:48Z'}",Andreas 888,2020-08-13 12:09:10,False,mercedes-me,1487652920
"Leider lässt kann ich nach dem Update mich nicht mehr mit dem Handy den Ladevorgang starten, sondern nur noch per Karte. Schade",Leider ist die App schlechter geworden,4,"{'id': 25044848, 'body': 'Bitte entschuldige, Kai. Wenn es weiterhin so ist und auch nach einer Neu-Installation der App dabei bleibt, melde dich einmal bei unserem Support unter der 00800 9 777 7777 . Je nach Anrufvolumen können leider längere Wartezeiten entstehen. Viele Grüße!', 'modified': '2021-09-12T06:04:38Z'}",Kai olden,2021-09-10 14:48:41,False,mercedes-me,1487652920
Nach Rücksprache mit meinem MB Händler sollte die Aktivierung 2-3 Tage dauern. Nach einer Woche war diese App immer noch nicht zu nutzen. Telefonisch Support nicht zu erreichen. Auf E-Mails gibt es auch keine Antwort. Ich bin stink sauer.,Absolut unzufrieden,4,"{'id': 19645355, 'body': 'Bitte entschuldige, Iron-Mike22. Aufgrund der aktuellen Situation ist leider nur eine begrenzte Anzahl an Kolleginnen und Kollegen via Telefon erreichbar. Selbstverständlich laufen bereits weitere Optimierungen im Hintergrund zur App aber auch zu den Prozessen unseres Supports. Da Ursachen für eine Fehlfunktion ganz unterschiedlich sein können und wir erst mit deinen Daten und Autorisierung dein Setup überprüfen können, bitten wir dich weiterhin um telefonische Kontaktaufnahme. Du darfst uns glauben, dass wir uns für jeden unserer Nutzer eine problemlose Funktion der App wünschen und alles dafür tun, damit das auch so ist. Viele Grüße!', 'modified': '2020-12-09T11:31:12Z'}",Iron-Mike22,2020-12-08 04:54:04,False,mercedes-me,1487652920
Sehr gelungene App mit vielen wachsenden Features. Immer zuverlässig und kaum Fehler bzw. Ausfälle.,Prima App,5,"{'id': 19192353, 'body': 'Das freut uns, liebe Prinzessin! 😍 Danke für dein Feedback! 👍', 'modified': '2020-11-18T12:27:15Z'}",Die Prinzessin,2020-11-16 23:51:41,False,mercedes-me,1487652920
"Lt den neuen Funktionen ist es nun möglich tagesaktuell Kraftstoffpreise aller verfügbaren Tankstellen zu vergleichen. In meiner APP obiger Version werden nicht einmal die Tankstellen angezeigt, geschweige denn die Preise. Was kann ich tun?

Jetzt funktioniert es ja ⛽️ - Prima! - Danke!",Tankstellen Version 1.2..0,4,"{'id': 29140893, 'body': 'Super! Danke für dein Update! 👍', 'modified': '2022-04-13T06:51:31Z'}",dagospeed,2022-04-11 17:21:14,False,mercedes-me,1487652920
Leider funktioniert seit ein paar Wochen die Adresssendefunktion per Bluetooth nicht mehr … die Funktion ohne Bluetoothverbindung zu senden geht ja schon länger nicht mehr … schade das war sehr nützlich,Nice,4,"{'id': 28191182, 'body': 'Bitte entschuldige, Daisythebrain! Melde dich zur genauen Überprüfung einmal telefonisch unter der 00800 9 777 7777 . Je nach Anrufvolumen kann es leider zu gewissen Wartezeiten kommen. Viele Grüße!', 'modified': '2022-02-22T10:53:39Z'}",Daisythebrain,2022-02-20 11:23:35,False,mercedes-me,1487652920
Zu,"Tolle Sache, jedoch wird der Status manchmal über mehrere Stunden nicht aktualisiert angezeigt.",4,"{'id': 20449119, 'body': 'Danke für dein Feedback, chavdukeb! Weitere Optimierungen dazu sind schon in Arbeit. 😉', 'modified': '2021-01-17T07:28:04Z'}",chavdukeb,2021-01-14 18:37:42,False,mercedes-me,1487652920
Bisher hatte ich zwei Fahrzeuge s 63 und GlC bei Mercedes Me. Nachdem ich die neue Version geladen habe fehlt der GLC. Wer kann mir weiterhelfen?,Nach dem laden der neuen App fehlt mir ein Fahrzeug,5,"{'id': 17973973, 'body': 'Hallo Obervalbert! Wir haben die ""Garage"" verbessert: Über das Hamburger-Menü-Icon oben links in der App gelangst du in die erste Übersicht, dort erkennst du jetzt an einem neuen Symbol, unterhalb deines aktiven Mercedes-Benz, wie viele weitere Fahrzeuge du mit deinem Mercedes me Account verknüpft hast. Weitere Anpassungen folgen, wir freuen uns über dein Feedback. 😉 Viele Grüße!', 'modified': '2020-09-20T08:06:36Z'}",Obervalbert,2020-08-04 19:13:52,False,mercedes-me,1487652920
"Die App ist wirklich gelungen - vor allem inklusive der Service App. 
So hat man immer alles im Blick. Tolle Entwicklung. :-)",Schönes Design und tolle Infos,5,"{'id': 17026887, 'body': 'Da werden wir ja ganz rot, Nata3103! Dankeschön! 😊😍', 'modified': '2020-08-02T14:21:43Z'}",Nata3103,2020-07-31 09:08:41,False,mercedes-me,1487652920
"Ich finde die neue App sehr gelungen. 
Trotzdem gibt es nur 4 Sterne, weil ich in der alten App die Fahrerprofile anpassen konnte. Das geht leider in der neuen nicht mehr. 
Schade!",Tolle Verbesserung zur alten App,4,"{'id': 17066478, 'body': 'Hallo schalke69, bitte melde dich hier zur genauen Überprüfung einmal bei unseren Spezialisten unter der 00800 9 777 7777. Viele Grüße!', 'modified': '2020-08-04T07:44:23Z'}",schalke69,2020-08-03 13:37:30,False,mercedes-me,1487652920
"Endlich läuft die App auch auf dem iPad. Ist eine App für die Apple Watch geplant?

Für die Elektrofahrzeuge währe ein Filter für die Ladestationssuche nach Leistung der Säule (HPC Lader) hilfreich. 
Das funktioniert im Auto leider auch nicht.",Gut gelungen,5,"{'id': 17042531, 'body': 'Dankeschön, MB N293. Die nächsten Optimierungen sind schon auf dem Weg, sogar zur Apple Watch. 😏😊 ', 'modified': '2020-08-03T09:04:21Z'}",MB N293,2020-08-01 08:51:21,False,mercedes-me,1487652920
"Das APP ist toll aufgebaut und macht Laune. 
Aber das schönste APP ist nur so gut wie es auch funktioniert. 
Seit knapp einer Woche kann ich keine Verbindung mehr aufbauen und somit auch die Standheizung nicht aktivieren. 
Schade, da ist Luft nach oben.","Schön übersichtlich, aber wenn es nicht funzt🤷‍♂️",4,"{'id': 19924002, 'body': 'Bitte entschuldige, Rudi. Wenn es auch nach einer Neu-Installation (inkl. Löschen des Cache) dabei bleibt, melde dich einmal bei unserem Support unter der 00800 9 777 7777 . Je nach Anrufvolumen können leider längere Wartezeiten entstehen. Viele Grüße!', 'modified': '2020-12-22T08:24:30Z'}",Rudi sagt es,2020-12-20 20:24:22,False,mercedes-me,1487652920
"Macht nach dem letzten Update einen besseren Eindruck. Zumindest kein Neustart des Handys nötig und auch das Radio verhält sich normal.

Soweit ganz nett, allerdings suggeriert die App viele Einstellmöglichkeiten von Displays und Komfortfunktionen, die leider nicht funktionieren!
Zusätzlich werden Einstellungen anders angezeigt als sie im Fahrzeug wirklich sind!
Das irritiert und verwirrt (z.b. hupt das Auto jetzt beim abschließen oder nicht??)","Hat sich gebessert, aber...",3,"{'id': 18122669, 'body': 'Bitte entschuldige, MeisterderLampe! Das greifen wir gerne auf zur Überprüfung. Nutze dazu einfach die Support-Funktion unter ""Hilfe"" (via Hamburger-Menü-Icon oben links) in der App. Wir freuen uns über weiteres Feedback. Viele Grüße!\r\n\r\n', 'modified': '2020-09-27T08:24:11Z'}",MeisterderLampe,2020-09-25 16:35:51,False,mercedes-me,1487652920
"Leider funktioniert seit einigen Monaten nicht mehr die Benachrichtigung, dass ich mein Fahrzeug verlassen, aber nicht verriegelt habe.
Alle Einstellungen wurden überprüft und für richtig befunden. Nach Verlängerung des Abos hat es erst wie normal funktioniert. Dann plötzlich nicht mehr.
Alles andere funktioniert reibungslos.",Es fehlt…,4,"{'id': 25918313, 'body': 'Danke für dein neues Feedback, Spacy333. Wir entschuldigen uns für die Unannehmlichkeiten und möchten dich zwecks genauer Überprüfung um telefonische Kontaktaufnahme zu unserem Support bitten: 00800 9 777 7777 . Je nach Anrufvolumen kann es leider zu längeren Wartezeiten kommen. Viele Grüße!', 'modified': '2021-10-27T06:07:08Z'}",Spacy333,2021-10-25 09:07:00,False,mercedes-me,1487652920
"Mit jedem neuen Mercedes, den ich mir in den vergangenen 3 Jahren gekauft habe, also 3 verschiedene Fahrzeuge, wurde die APP immer besser! Weiter so!",Wirklich gut!,5,"{'id': 21203492, 'body': '😍👍 Machen wir, Arcosarei! Herzlichen Dank für dein Feedback! ', 'modified': '2021-02-22T07:08:50Z'}",Arcosarei,2021-02-20 12:47:54,False,mercedes-me,1487652920
"Ich finde die neue App, optisch viel schöner als die vorherige App. 😍 Was mir persönlich noch fehlt ist - die Einsicht auf die Folgebestellung. 

Ein kleiner Nachteil: Die App aktualisiert sich etwas langsamer, sodass mir angezeigt wird dass mein Auto noch nicht abgeschlossen ist.

Aber mit Sicherheit ändert sich dies auch noch. :)",Optisch ein mega Fortschritt,5,"{'id': 17400807, 'body': 'Danke für dein Feedback, tshhdjeb. Wir optimieren fleißig weiter. 😊 Die digitale Vorfreude entfällt leider als Funktion. Wir hoffen aber, dass es der echten keinen Abbruch tut. 😉 Viele Grüße!', 'modified': '2020-08-20T12:40:27Z'}",tshhdjeb,2020-08-18 18:42:37,False,mercedes-me,1487652920
"Die App ist im großen und ganzen super. Das einzige was mich stört das der Batteriestatus nur in Teil oder Voll angezeigt wird . Es wäre besser wenn er in Prozent angezeigt wird , woraus man die noch vorhandene Ladekapazität der Batterie erkennen kann. Mit Teilgeladen ist nicht ersichtlich wie hoch die Ladekapazität noch ist bei Benzin und Dieselfahrzeugen.",Gute App,5,"{'id': 28803150, 'body': 'Unsere Entwickler lesen mit. Danke für dein Feedback, Hobby1936! 👍 ', 'modified': '2022-03-27T08:30:49Z'}",Hobby1936,2022-03-24 10:00:10,False,mercedes-me,1487652920
"Die App bietet gute Features und funktioniert bei mir einwandfrei, nur wünsche ich mir Konfiguration in den Fahrzeugen allgemein, Updates für Display Stile zb.","Gute App, Fahrzeugkonfiguration zu wenig",4,"{'id': 17581427, 'body': 'Ist notiert! Danke für dein Feedback! 😉👍👌', 'modified': '2020-08-30T10:42:53Z'}",kugelsichererjugendlicher,2020-08-27 13:18:23,False,mercedes-me,1487652920
Nutze sie eigentlich nur für Standheizung und da funktioniert sie super. Manchmal ich das Auto damit öffnen oder schließen können ist auch hilfreich,MB App,5,"{'id': 27603519, 'body': 'Herzlichen Dank für die top Bewertung, Butzi78! 🤩👌', 'modified': '2022-01-23T08:36:15Z'}",Butzi78,2022-01-20 07:10:42,False,mercedes-me,1487652920
"Leider stürzt die App ab, beziehungsweise funktioniert nach dem Update nicht mehr?
Ansonsten gut!",Absturz,5,"{'id': 21544015, 'body': '\r\nBitte entschuldigt die Umstände! Wenn es auch nach einer Neu-Installation dabei bleibt, meldet euch zur genauen Überprüfung einmal telefonisch unter der 00800 9 777 7777 . Je nach Anrufvolumen kann es leider zu gewissen Wartezeiten kommen. Viele Grüße!\r\n', 'modified': '2021-03-09T15:10:38Z'}",DIRK/MANU,2021-03-08 07:21:16,False,mercedes-me,1487652920
"Eine echte Bereicherung, besonders die Vorklimatisierung bei den Hybridmodellen.",Sehr durchdacht mit vielen Funktionen!,5,"{'id': 18840880, 'body': '😍👍 Dankeschön, Tigerschreck!', 'modified': '2020-11-02T07:39:03Z'}",Tigerschreck,2020-10-31 23:17:04,False,mercedes-me,1487652920
"Ich habe jetzt zwei Jahre Mercedes pro benutzt jetzt musste ich seit 1. November Mercedes me für meinen Sprinter benutzen bei Mercedes pro hat die Fahrzeugortung alles immer einwandfrei funktioniert jetzt habe ich mir die Pakete bei Mercedes me gekauft damit ich die Standheizung vom Handy aus starten kann dass ich das Fahrzeug orten kann oder weiß wo ich geparkt habe, die Standheizung funktioniert aber mein Fahrzeug kann ich nicht orten sie sagt mir immer nicht verfügbar und dafür hab ich Geld ausgegeben können wir dann jemand weiterhelfen?",Standort des Fahrzeugs nicht zu ermitteln keine Ortung,3,"{'id': 26135639, 'body': 'Bitte entschuldige, Kathi19rosa! Melde dich zur genauen Überprüfung einmal telefonisch unter der 00800 9 777 7777 . Je nach Anrufvolumen kann es leider zu gewissen Wartezeiten kommen. Viele Grüße!', 'modified': '2021-11-08T08:20:26Z'}",Kathi19rosa,2021-11-03 14:42:50,False,mercedes-me,1487652920
"Im Grunde gefällt mir die App gut, sie ist übersichtlich gestaltet und beinhaltet alle notwendigen und interessanten Infos rund um meinen Mercedes. Was mich allerdings stört und daher nur 2 Punkte - ich sehe zu oft Hinweise das etwas nicht funktioniert, Verbindungen nicht vorhanden sind, Befehle nicht verarbeitet werden können trotz guter Netzverbindung meinerseits. Auch sind alte Aufträge immer noch laut App aktiv und man muss für eine neue Aktivierung erst einmal warten, dass sie sich wieder zurücksetzt. Das ist ärgerlich und grad in der kalten Jahreszeit und morgens nicht nur nervig.",Übersichtliche App aber vieles funktioniert nicht oder nur verzögert,2,"{'id': 20975406, 'body': 'Danke für dein Feedback, Wortsuchender. Bitte aktualisiere die App - falls noch nicht geschehen - einmal auf die aktuelle Version (1.7.0). Wir entschuldigen uns für die Unannehmlichkeiten! Bei weiteren Fragen erreichst du unseren Support telefonisch unter der 00800 9 777 7777 . Je nach Anrufvolumen können leider gewisse Wartezeiten entstehen. Viele Grüße!', 'modified': '2021-02-10T11:27:23Z'}",Wortsuchender,2021-02-09 04:29:34,False,mercedes-me,1487652920
"Liebes Entwicklerteam,
Eure neue me-App super, frisch und modern. 5 Sterne klar, was fehlt wie mein Vorredner schon sagte die Garantielaufzeit wie bei der alten me- App. Macht weiter so es passt noch viel rein 😜🤗Alles Gute",Klauhr,5,"{'id': 17026779, 'body': 'Herzlichen Dank, lieber Klaus4711! 😊👍', 'modified': '2020-08-02T14:11:09Z'}",Klaus4711,2020-07-31 07:40:39,False,mercedes-me,1487652920
"Nach dem neuesten Update sieht man grundlegende Infos und Status nicht mehr, wie z.B. Fenster, Verriegelung, Reichweite, Luftdruck,...
Weiß nicht ob der Neustart des Fahrzeugs oder des Handys den Funktionsumfang wieder hergestellt hat. Aber jetzt geht es wieder.",nach Update erst voller Umfang nach Neustart,4,"{'id': 17213734, 'body': 'Hallo Ass0815, bitte entschuldige. Nach dem Update auf Version 1.3.2 gab es hier leider eine gewisse Verzögerung. Nun sollte wieder alles korrekt angezeigt werden. Falls nicht, melde dich gerne direkt bei unseren Spezialisten unter der 00800 9 777 7777 und wir schauen gemeinsam nach der Ursache. Viele Grüße!', 'modified': '2020-08-11T20:01:01Z'}",Ass0815,2020-08-11 20:01:01,True,mercedes-me,1487652920
Wenn ich versuche mich anzumelden bekomme ich die Nachricht „Zeitüberschreitung bei der Anforderung“.,Anmeldung,5,"{'id': 16927888, 'body': 'Wir entschuldigen uns für die Unannehmlichkeiten. Der Login sollte nun wieder problemlos möglich sein. Bitte aktualisiere zunächst auf die aktuellste Version 1.3.0 und versuche es erneut. Wenn alles läuft, freuen wir uns natürlich über weiteres Feedback von dir. Viele Grüße! ', 'modified': '2020-07-28T12:22:07Z'}",01Argjent,2020-07-27 13:47:38,False,mercedes-me,1487652920
"Die Idee und die Umsetzung ist sehr gut! Jedoch zeigt die App mir an, dass mein Fahrzeug entriegelt ist und die Zündung an ist. Die Fenster wären zudem noch offen.
Ziemlich verunsichernd.","Toll, aber verbesserungswürdig!",4,"{'id': 16972953, 'body': ""Hallo Re'is52! Bitte update auf die aktuell verfügbare Version 1.3.1 . Darin enthalten sind Bugfixes und weitere Leistungsverbesserungen. Sollten die Status im Anschluss noch imme r nicht korrekt angezeigt werden, melde dich bitte direkt bei uns unter der 00800 9 777 7777 . Viele Grüße!"", 'modified': '2020-07-30T08:09:37Z'}",Re'is52,2020-07-29 17:02:11,False,mercedes-me,1487652920
Wird es eine apple watch version wieder kommen es war sehr praktisch es wäre schön wenn es die neue app für die apple watch geben würde,Gute app aber es fehlt die apple watch eine app,5,"{'id': 29502483, 'body': 'Hallo Deniz und danke für dein Feedback. Daran wird tatsächlich gearbeitet, leider können wir keinen fixen Erscheinungstermin nennen. Viele Grüße!', 'modified': '2022-05-02T06:24:58Z'}",deniz dnz67,2022-04-30 21:40:27,False,mercedes-me,1487652920
Endlich mal eine glasklare Bedienung durch eindeutig beschriftete Buttons und eine separate Statusanzeige,Endlich mal ...,5,"{'id': 21776510, 'body': 'Herzlichen Dank für dein Feedback, Hacky47! 🥰👍', 'modified': '2021-03-21T07:44:59Z'}",Hacky47,2021-03-19 07:31:53,False,mercedes-me,1487652920
"Bei mir z.B. kommt ein weißer Bildschirm, wenn ich unten in der Mitte auf das Fahrzeugsymbol klicke. Laut Kundenservice ist das Problem bekannt. Seit zwei Updates aber immer noch da. Außerdem stürzt die App ab, wenn man versucht, damit eine Betankung zu bezahlen. (Soft-Reset mit Neuinstallation der App hat nix gebracht) Eine sinnvolle Funktion wäre z.B. auch, wenn man wie bei der Audi App die Ausstattungsliste anzeigen könnte.",Bug-Fixes lassen auf sich warten,3,"{'id': 23766076, 'body': 'Danke für deine Rückmeldung, Christoph. Wir hoffen, dass dieser Fehler mit dem kommenden Update behoben wird und entschuldigen uns für die Unannehmlichkeiten. Viele Grüße!', 'modified': '2021-07-06T06:15:49Z'}",Christoph_Schenker,2021-07-04 12:13:50,False,mercedes-me,1487652920
