review,isEdited,userName,rating,date,title,developerResponse,app_name,app_id
"Die App gefällt mir sehr gut.
Ich würde mir allerdings noch wünschen, dass man in ihr den Kurzzeitspeicher einsehen kann.
Manchmal vergesse ich vor dem aussteigen zu schauen wie weit ich gefahren bin und muss dann später wieder raus, um eine Sekunde ins Fahrzeug zu schauen.",False,NicoA1994,4,2020-05-18 07:43:26,Nützliche App,,myaudi,440464115
"Ich versuche diese App seit nun 5 Tagen zum laufen zu bringen, aber nichts klappt. 
Ich kann mich zwar auf der Website anmelden, aber auch dort ist die Registrierung eines Fahrzeuges nicht möglich. 
Ich habe versucht, dem Support eine Mail zu schrieben, darauf folgt allerdings auch keine Reaktion. 
Ich kaufe einen Audi für mehrere tausende Euro und dann funktioniert etwas nicht, womit die Autos beworben werden UND der Support interessiert sich gar nicht dafür.",False,LenziBenzi306,1,2020-08-26 10:14:10,Nicht Nutzbar,,myaudi,440464115
"Schön wäre noch eine Funktion, mit der sich bei einem geparkten Fahrzeug das Schiebedach schliessen lässt.",False,jantrenn,4,2019-02-05 09:37:39,Nützliche App,,myaudi,440464115
Es da,False,mib14a,3,2020-02-05 07:02:06,Verbindung zu Audi-Server dauert sehr lange,,myaudi,440464115
Vermisse die Online-Version von Kostenbuch.,False,Onlinefox22,5,2019-05-06 09:19:49,Audi App,,myaudi,440464115
".... lässt sich nicht schließen, iPhone. Verbindung zur Standheizung wird immer erfolgloser.",False,jelehleip,3,2019-10-22 05:36:41,My Audi 3.13 (Das ist neu),"{'id': 11399337, 'body': 'Hallo jelehleip, vielen Dank für Ihr Feedback! In unserem Content Management System hat sich leider ein Fehler eingeschlichen, welcher nun behoben wurde. Da es jedoch bis zu 24 Stunden dauern kann, bis sich die App die neuesten Inhalte aus dem Content Management System zieht, hilft nur eine Neuinstallation der App, um den Fehler kurzfristig zu beheben. Ansonsten wird die App innerhalb der nächsten 24 Stunden wieder voll funktionsfähig sein. Wir entschuldigen uns vielmals für die Unannehmlichkeiten. Weitere Fragen beantworten wir gerne unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2019-10-22T14:02:27Z'}",myaudi,440464115
"Ich finde die App gut, auch wenn nicht immer alles so gut funktioniert wie es soll.
Den Preis für das Update finde ich einfach nur unverschämt.
Und schon deswegen ist es für mich unverständlich, das ich doch gelegentlich keinen Zugriff auf den Server von Audi erhalte.
Wenn man so einen Dienst anbiete, sollte auch alles funktionieren.",False,Holzroller1234,3,2020-12-29 18:57:59,Sehr gute App,,myaudi,440464115
"Die App ist soweit top, allerdings ist mit jedem Einsteigen und Starten des Fahrzeugs das Radio aus und im Display steht „Verbunden mit Carplay“ Das bedeutet, dass jedes Mal das Radio angewählt werden muss. Mittlerweile passiert es sogar, dass nach einem Telefonat das Radio erneut ausgewählt werden muss.
Der Fehler besteht darin, dass sich die App automatisch öffnet, wenn sich das Telefon mit dem Fahrzeug verbindet.
Sobald ich mich in der App abmelde, funktioniert alles einwandfrei, auch im Carplay Modus.
Bitte dieses nervige Problem lösen, dann gibt’s auch sofort eine bessere Bewertung.",False,Scho76,2,2021-09-07 18:45:59,Bug Carplay,"{'id': 25005255, 'body': 'Lieber Kunde, vielen Dank für Ihre Nachricht. Die Nutzung Ihres Apple Car Play in Ihrem Fahrzeug ist eine separate Funktion, die nicht mit der gleichzeitigen Nutzung unserer myAudi App möglich ist. Somit werden die aufgerufenen Funktionen des Car Play mitunter unterbrochen, sobald Sie Ihre App nutzen. Beste Grüße, Ihr Audi Deutschland Team', 'modified': '2021-09-09T13:54:15Z'}",myaudi,440464115
"Leider nur zwei Sterne, seit dem letzten Update muss man immer wieder die Login Daten neu eingeben ( mehrmals am Tag ). Und Amazon Music läuft auch sehr instabil, man muss die myAudi App immer wieder aktiv öffnen ( obwohl sie im Hintergrund läuft und nicht geschlossen wurde ) sonst erscheint nicht das Amazon Music Icon in der Media Oberfläche im MMI",False,keineFunktion,2,2020-02-29 00:08:55,Login Probleme,,myaudi,440464115
Läuft  und macht was Sie soll.  Leider wird die Reichweite für Ad blue nicht  angezeigt.,True,Lutzba,4,2021-02-09 06:01:21,Läuft,"{'id': 20933752, 'body': 'Hallo Lutzba, wir entschuldigen uns für die Unannehmlichkeiten und möchten Ihnen gerne weiterhelfen. Hierfür benötigen wir aber genauere Informationen zu Ihrem Problem. Bitte wenden Sie sich an die Audi Kundenbetreuung unter digitalsupport@audi.de oder 0800 - 28 347 378 423. Beste Grüße aus Ingolstadt - Ihr Audi Deutschland Team', 'modified': '2021-02-09T06:01:22Z'}",myaudi,440464115
"Die Schwarz Weiß Optik ist vielleicht modern, dafür aber sehr unübersichtlich.
Keine individuelle Anpassung der App oder Kacheln in der App möglich.",False,richie98167,3,2019-01-08 02:40:54,Funktioniert aber seit dem Update unübersichtlich,,myaudi,440464115
"Die App hat sich über die Jahre positiv entwickelt. Warum wird jetzt, Anfang 2022, das Kostenbuch abgekündigt? Darin konnte ich sämtliche anfallende Kosten festhalten und mir so einen guten Überblick über die laufenden Betriebskosten verschaffen. Zwei Sterne Abzug dafür. 🙁",True,Phil Ips,3,2022-01-13 16:06:09,Kein Kostenbuch mehr 🤦‍♂️,"{'id': 8277037, 'body': 'Hallo Phil Ips,\nvielen Dank für Ihr Feedback, wir werden dieses an unser Entwicklungsteam weitergeben.\nDie automatische Ermittlung der zurückgelegten Distanz wurde bereits umgesetzt und ist in der neuesten Version verfügbar.\nDer Audi connect Schlüssel ist bisher aufgrund Beschränkungen des Betriebssystems nur auf Android verfügbar. Welche Geräte kompatibel sind, können Sie unter www.audi.com/bluetooth einsehen. Hierfür wählen Sie bitte ein ""connect Schlüssel""-fähiges Fahrzeug (z.b. Audi A8) und ein Gerät aus.\nWeitere Fragen beantworten wir gerne unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2022-01-13T16:06:09Z'}",myaudi,440464115
"Die App funktioniert an sich sehr gut, Standheizung aktivieren , Tankfüllstand kontrollieren etc.

Leider wird jetzt scheinbar eine der besten Funktionen – das Kostenbuch – wegrationalisiert.

Ich bitte euch von Audi darum, das nochmal zu überdenken. Den Komfort kann keine andere App ersetzen!",False,Loefchen,3,2021-11-10 21:57:04,"App an sich sehr gut, Kostenbuch soll eingestellt werden?!","{'id': 26278764, 'body': 'Lieber Kunde, vielen Dank für Ihr Feedback. Wir freuen uns, dass Sie unsere App zu Ihrer Zufriedenheit nutzen können. Zukünftig steht Ihnen aufgrund interner Umstrukturierungsmaßnahmen die Funktion Kostenbuch nicht mehr zur Verfügung. Ihre Kritik leiten wir gerne an die zuständige Abteilung weiter. Beste Grüße, Ihr Audi Deutschland Team', 'modified': '2021-11-15T14:20:24Z'}",myaudi,440464115
"Nach jedem Update müssen die Anmeldedaten neu eingegeben werden und die Datenschutz Einstellungen bestätigt werden.
Ver-und Entriegeln dauert ewig oder geht garnicht.",False,EggiSeevetal,3,2020-12-27 10:36:29,Etwas nervig,,myaudi,440464115
"Im Fahrtenbuch fehlt der Button jetzt 
Ist die Fahrt privat kann die Strecke entfallen.",False,Meingolf,3,2018-11-01 11:51:25,Gute App - Fahrtenbuch verbesserungsfähig,"{'id': 5775063, 'body': 'Hallo Meingolf, vielen Dank für Ihren Kommentar. In Ihrem Fahrtenbuch der App haben Sie die Möglichkeit, unter dem Funktionsfeld Kategorie, die Fahrt als privat oder als geschäftlich zu kennzeichnen. Mit der Nutzung der Funktion werden die Fahrten weiterhin dokumentiert. Für weitere Fragen stehen wir Ihnen jederzeit gerne zur Verfügung unter 0800 - 28 347 378 423 oder per E-Mail unter kundenbetreuung@audi.de. Freundliche Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2018-11-02T09:18:43Z'}",myaudi,440464115
"Seit 2-3 Tagen stürzt die App bei Nutzung des Webradios ab. Hierbei spielt es keine Rolle, ob die App auf dem iPhone geöffnet bleibt UND der Bildschirm nicht gesperrt ist oder ganz normal das iPhone gesperrt ist. Komischerweise passiert das wirklich nur in Kombination mit dem Webradio. Grundsätzlich verstehe ich auch nicht warum für das Webradio die App überhaupt notwendig ist? Auch im Auto bin ich auf meinem MyAudi-Account eingeloggt aber trotzdem wird die App benötigt?",False,Xylum,2,2021-04-23 06:09:31,App stürzt bei Nutzung von Webradio ab,"{'id': 23820863, 'body': 'Hallo Xylum, wir bedauern, dass Sie Verbindungsschwierigkeiten mit der App haben. Bitte beachten Sie, dass die Ortungsdienste immer auf ""on"" sein müssen. Wir möchten Sie gerne mit der Klärung Ihres Problems unterstützen. Daher möchten wir Sie bitten, sich mit uns persönlich in Verbindung zu setzen. Sie erreichen uns unter digitalsupport@audi.de oder +49 (0) 800 2834 266 6328. Beste Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2021-07-08T12:52:51Z'}",myaudi,440464115
"Die App funktioniert leider nur zu 50%. Egal ob Apple Watch, die ständig neu registriert werden muss, Ölstande die falsch angezeigt werden oder die WLAN-Dienste die leider garnicht funktionieren.
Von „Vorsprung durch Technik“ ist bei meinem 1Jahr alten Fahrzeug nicht viel zu sehen.",False,John9999,2,2020-10-12 18:18:48,Leider noch immer eine Beta-Version,,myaudi,440464115
"Leider nur 2 Sterne weil die app: 
1. bei jeden update immer wieder neu eingerichtet werden muss. 
2. weil es bei 2 Autos mit den eingestellten  pins nicht klar kommt. 

Wäre diesen Punkten gelöst würde ich auch mehr Sternen vergeben aber so nervt die app nur !!!",False,MrJekyll,2,2020-08-12 07:16:13,Immer wieder neu einrichten,,myaudi,440464115
"Den einen Stern geb ich dafür das man es heute zumindest geschafft hat den Bug mit den 5stelligen KM Angaben im Fahrtenbuch zu beseitigen und wenigstens Das wieder funktioniert. Ansonsten war die Zusammenlegung der beiden Apps in meinen Augen ein Fehler, von den neuen Funktionen funktioniert garnichts, alle bisher übertragenen Ziele sind in der App nicht mehr abrufbar, alle Multimedia Dienste in der App stehen garnicht erst zur Verfügung, das Beste wäre die MMI Connect App zu reaktivieren und MyAudi App zu lassen wie sie war ! Schade war gut vorher....",False,michaey,1,2018-12-17 18:52:14,Welch Rückschritt,,myaudi,440464115
"Zur App - schön gestaltet aber im Detail neigt die App zur Frust-App. Einige Features verweisen auf externe Websites, Berechnungen der Fahrdaten sind falsch, Klimaeinstellungen ohne Funktion (Temperatur wird nicht an das Fahrzeug übertragen - hier an einen GT). Es werden keine geladenen kWh angezeigt, keine verbrauchten kWh/Kurzstrecke angezeigt u.v.m.
Aktualisierung der Fahrzeugdaten oder ausgeführte Funktionen dauern einfach zu lange - nervt und kostet unnötig Lebenszeit.
Es stellt sich die Frage ob das Backend und die Kommunikation zum Fahrzeug einfach unzureichend implementiert wurde. Wenn Fahrzeug länger steht wird gar keine Verbindung mehr hergestellt…
Liebe App Entwickler - Audi Leute - im Jahr 2021 in Verbindung mit einem der schönsten je gebauten Audis einem e-tron GT, ist die Software und eben auch die App dazu noch weit weg von Premium und der Konkurrenz wie z.B. Tesla.
Zuletzt auch einen Satz zum Support - diese armen Menschen dort sind weder kompetent geschult noch kennen sie die Fahrzeuge mit denen sie zu tun haben - auch indiskutabel bei einem Premiumhersteller.
2 Sterne als Motivation - vielleicht klappt ja einiges bald besser.",False,slackner,2,2021-08-30 15:15:17,App mittelmäßig oder Gesamtkonzept nicht durchdacht?,"{'id': 24868292, 'body': 'Lieber Kunde, vielen Dank für Ihr ausführliches Feedback. Wir bedauern, dass unsere App nicht Ihren Erwartungen entspricht. Ihre Anregungen und Verbesserungsvorschläge geben uns neue Impulse zur kontinuierlichen Verbesserung und Weiterentwicklung unserer App. Bedauerlicherweise kommt es hin und wieder zu Störungen der Serveranbindung, die zu kurzfristigen Ausfällen oder verzögerter Aktualisierung Ihrer Daten führen können. Beste Güße, Ihr Audi Deutschland Team', 'modified': '2021-09-02T10:15:03Z'}",myaudi,440464115
"Nachdem ich die App mit meinem IPhone 6s nutze, wollte ich sie nachdem update wieder mit meinem zweiten Gerät verbinden. IPhone 11 pro. Was absolut nicht geht. Es ist einfach eine Zumutung das man so etwas angeboten bekommt.",False,AMG1166,2,2020-08-11 12:53:09,Mit IPhone 11pro nicht zu verbinden,,myaudi,440464115
"Heute Nacht war mein iPhone (11 Pro) mal nicht am Kabel, und über Nacht hat die Hintergrundaktivität der myAudi-App ca. 20 % meines Akkus gefressen. Dabei ist sie nicht nicht einmal zuverlässig. Meist funktionieren die Zusatzfunktionen in meinem Audi nur dann, wenn ich die App vorher manuell starte. Dringender Nachholbedarf. Die Hintergrundaktualisierungen habe ich sogleich deaktiviert.",False,florian0,2,2019-12-20 08:23:53,Frisst in der Nacht Akku,,myaudi,440464115
"Mir gefiel die alte MMI Connect App besser. Konnte leider keine Verbesserung feststellen...eher Verschlechterungen im Bereich der Zieleingabe...

Die schlechte Bewertung stammt hauptsächlich aus dem nervigen immer wieder die App starten zu müssen für Amazon Music... zu was gibt es die Einstellung automatische Verbindung wenn ich bei jedem Start des Autos und bei längerer Fahrt wiederholt die App starten muss..?",False,Paulausdemeck,2,2018-12-01 20:01:42,Schade,"{'id': 6199290, 'body': 'Hallo Paulausdemeck, vielen Dank für Ihr Feedback.\nAb sofort ersetzt die myAudi App die Audi MMI connect App, welche bereits seit über einem Jahr nicht mehr weiterentwickelt wurde. Die myAudi App beinhaltet nahezu alle Funktionen der Audi MMI connect App. Die Funktion WLAN Player kann durch Apps genutzt werden, welche mit dem Suchbegriff ""UPNP Server"" im Store gefunden werden können. Webradio funktioniert weiterhin über OnlineMedien.  Um Radiosender abzuspielen bietet der Anbieter radio.de eine eigene App an. MyAudi Ziele können Sie im mittleren Tab in der Navigationsleiste am unteren Bildschirmrand der App mit der POI-, Kontakt- und Kalendersuche hinzufügen.\nDarüber hinaus bietet die myAudi App noch viele weitere Funktionen an, welche im Laufe des letzten Jahres entwickelt wurden (z.B. Fahrten- und Kostenbuch, Händlersuche, First/Last Mile Navigation, uvm.). Hinweis: Der Funktionsumfang der App variiert je nach Fahrzeugausstattung.\nBitte wenden Sie sich an die Audi Kundenbetreuung unter 0800 - 28 347 378 423 oder unter kundenbetreuung@audi.de, falls Sie Ihre Funktionen aus der Audi MMI connect App nicht in der myAudi App finden können oder sonstige Hilfe benötigen. Bitte beziehen Sie sich auf diese Rezension. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2018-12-02T16:06:30Z'}",myaudi,440464115
"Das Design wird langsam moderner, aber auf Kosten das Funktionen wie der Ölstand nur noch auf ein Wort „ausreichend“ reduziert werden könnte man sich das sparen. Ich will mehr detaillierte Infos von meinem Fahrzeug und nicht eine App für Idioten. Ich glaube der durchschnittliche Audi Fahrer interessiert sich für sein Fahrzeug und will alle Details zum Fahrzeug wissen...",False,Maxi-Net.eu,2,2021-03-03 21:32:09,"Schade, Design schön, Funktionen verschlechtert","{'id': 21532714, 'body': 'Hallo Maxi-Net.eu, vielen Dank für Ihr Feedback; das wir gerne weitergeben. Wir arbeiten kontinuierlich daran, die App noch besser zu machen und hoffen Sie in Zukunft zu überzeugen. Bitte wenden Sie sich bei Fragen an die Audi Kundenbetreuung unter digitalsupport@audi.de oder 0800 - 28 347 378 423.  Beste Grüße aus Ingolstadt - Ihr Audi Deutschland Team', 'modified': '2021-03-09T08:04:42Z'}",myaudi,440464115
"Hallo,
Wann wird die connect Schlüssel Funktion für iPhone/Apple Watch zur Verfügung stehen?

Gruß",False,Ronny.4711,5,2020-11-22 09:10:10,"Connect Schlüssel, iPhone",,myaudi,440464115
Die App ist wirklich sehr gut aber es scheint ab und an Serverprobleme zu geben. Der Timer der Standheizung hat bisher noch nie funktioniert. Die Routensendung dagegen klappt hervorragend!,False,SF aus PB,3,2019-04-13 06:24:43,Ausgereift?,,myaudi,440464115
"Nachdem ich selber eine aktuelle Mercedes A-Klasse fahre, war ich sehr neugierig auf die Funktionen der My Audi App in Verbindung mit den technischen Features des neuen Audi A1 meiner Frau. Im Ergebnis wirklich enttäuschend: Keine Anzeige des Reifenluftdrucks, kein Durchschnittsverbrauch, keine Konfigurationsmöglichkeiten für das virtuelle Cockpit/MMI in der App. Leider nicht mehr wirklich zeitgemäß, hoffentlich wird hier bald von Seiten der Entwicklung nachgebessert. Das ist kein Vorsprung durch Technik...",False,Jochen76,2,2020-12-06 17:49:12,Kaum Funktionen,,myaudi,440464115
"Ich nutze die App seit zwei Jahren. Nützliche Kernfunktionen funktionieren nicht zuverlässig und das einzig nützliche und seit zwei Jahren funktionierende Kostenbuch wird nun wegrationalisiert. Hey, dafür gibts jetzt den stylischen Dunkelmodus 🙄
Hier werden eindeutig die Prioritäten bei der Entwicklung der App falsch gesetzt. Die Konkurrenz macht es um Welten besser. 
Das Starten der Standheizung funktioniert nicht zuverlässig per App. Immer wieder gibt es dabei Verbindungsprobleme. Aktuell stehen 4 Warnmeldungen im Auto an und die App schafft es nicht diese anzuzeigen. Laut App stehen keine Warnmeldungen an. Selbst Manuelles aktualisieren hilft nicht. Fazit, die App ist ohne Kostenbuch nun komplett unbrauchbar.",False,Geck075,1,2022-04-14 01:18:24,App nun unbrauchbar,"{'id': 29194943, 'body': 'Lieber Kunde, wir verstehen Ihren Unmut bezüglich der Einstellung des Kostenbuches und werden Ihr Feedback an die entsprechende Abteilung weiterleiten. Bezüglich der geschilderten Verbindungsschwierigkeiten, sowie der Warnmeldungen, bitten wir Sie Ihr myAudi Passwort zurückzusetzen um Ihren Account zu synchronisieren. Weiterhin empfehlen wir Ihnen Ihre myAudi App zu deinstallieren und neu herunterzuladen. Mit besten Grüßen aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2022-04-15T14:51:49Z'}",myaudi,440464115
"Nach einigen Jahren habe ich mich wieder für einen Audi entschieden. Es ist kaum zu glauben, aber die App ist genau so fehleranfällig wie 2018. Ich frage mich ernsthaft, was das Entwicklerteam den ganzen Tag so treibt. Die Verbindung zum Fahrzeug klappt lediglich bei jedem dritten bis vierten Versuch. Ver-/Entriegelung sowie die Klimatisierung so gut wie gar nicht. Im MMI bin ich zwar als Hauptnutzer hinterlegt, eine Anmeldung klappt trotzdem nicht. Standardtext des MMI: Es ist ein technischer Fehler aufgetreten. Der Nutzer konnte nicht geladen werden. Im Prinzip für mich also völlig unbrauchbar. Es ist wirklich ein Armutszeugnis, dass sich scheinbar in all den Jahren nichts verbessert hat. Traurig für eine Marke wie Audi, eine so mangelhafte App bereitzustellen.",False,kdeffm,1,2022-03-16 14:42:23,Die selben Fehler wie 2018,"{'id': 28689678, 'body': 'Lieber Kunde, vielen Dank für Ihr ausführliche Mitteilung. Wir bedauern, dass wir Ihre Erwartungen in unsere App nicht erfüllen können, schätzen aber Ihre offenen und kritischen Worte sehr. Ihr Feedback haben wir an die zuständige Abteilung weiter geleitet. Gerne sind wir Ihnen bei Ihrem Anliegen persönlich behilflich und bitten Sie uns unter 0800 - 28 342 666 328 oder digitalsupport@audi.de zu kontaktieren. Ihr Audi Deutschland Team', 'modified': '2022-03-21T09:15:51Z'}",myaudi,440464115
Jetzt funktioniert sie wieder. Bitte hört auf an der App herumzuspielen! Nach jedem zweiten Update läuft irgendwas nicht.,False,c.hölli,4,2018-11-29 10:54:10,Endlich 😊,"{'id': 6199478, 'body': 'Hallo c.hölli, vielen Dank für Ihre positive Bewertung. Wir wünschen auch weiterhin viel Spaß mit der myAudi App. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2018-12-02T16:45:21Z'}",myaudi,440464115
"Nun kann man endlich die Standheizung auch am selben Tag programmieren - warum dies vorher nie möglich war, ist mir bis heute nicht verständlich - aber das Layout/ Design nach dem Update ist nicht wirklich gelungen...",False,Alamak168,2,2019-01-02 06:55:02,Vorherige Version optisch deutlich verständlicher,,myaudi,440464115
"Also vor dem Update war die App schon nervig da sie mich alle 1-2 Wochen immer wieder ausloggt, trotz Touch-ID und angemeldet bleiben. Man will einfach nicht jedes mal seine Email adresse und sein Passwort eingeben müssen. Nach dem Update ist es noch schlimmer. Selbes Problem, aber diesmal muss ich die App komplett neu Konfigurieren und meinen Audi neu hinzufügen, was einfach jedes mal im Error endet. D.h. ich kann die App überhaupt nicht mehr nutzen für remote Funktionen etc... Bitte schnellst möglich beheben 🙏🏽",False,SemyouellJackson,1,2021-07-06 23:53:41,Katastrophe,"{'id': 23817365, 'body': 'Hallo Semyouell Jackson, unter den Versionshinweisen in Ihrer App erhalten Sie ausführliche Informationen darüber, welche Neuheiten und Verbesserungen durch das Update vorgenommen wurden. Dass es bei Ihnen unerwartet zu Funktionsstörungen seit dem Update gekommen ist, bedauern wir sehr. Gerne helfen wir Ihnen bei Ihrem Problem weiter. Bitte wenden Sie sich mit detaillierten Informationen an die Audi Kundenbetreuung unter 0800 - 28 347 378 423 oder unter digitalsupport@audi.de und beziehen Sie sich auf diese Rezension. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2021-07-08T10:03:25Z'}",myaudi,440464115
"Schade das die App mittlerweile iOS 13.1 zwingend voraussetzt. Für Vorsprung wird also immer das neuste iPad oder iPhone gebraucht? Warum dann die alte Version nicht weiterläuft, sondern dauernd nervt, sie möchte ein Update, das wegen der iOS Version nicht geht, unverständlich für mich als Benutzer. Zum Glück lässt sich mein Auto noch mit dem „alten“ Schlüssel öffnen. Könnte ja auch plötzlich auf die Idee kommen und sich nur noch mit dem Schlüssel V2.0 öffnen, welchen es für mein Fahrzeug aber nicht gibt.",False,HELPME00000,1,2020-11-01 20:31:44,Notwendigkeit iOS 13.1,"{'id': 18899496, 'body': 'Hallo HELPME00000, vielen Dank für Ihr Feedback. \nAus Sicherheitsgründen und aufgrund der Bluetooth Kompatibilität muss die aktuellste App Version mindestens unter iOS13 laufen. Ältere App Versionen können seit dem Umstieg auf einen aktuellen Login Mechanismus nicht mehr verwendet werden.\nBitte wenden Sie sich für erweiterte Hilfestellung oder bei weiteren Fragen an die Audi Kundenbetreuung unter 0800 - 28 347 378 423 oder unter digitalsupport@audi.de. Bitte beziehen Sie sich auf diese Rezension. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2020-11-04T15:18:19Z'}",myaudi,440464115
"Das ist kein Update der MMI Connect App, das ist Müll. Diese App ist im Gegensatz zur (alten) MMI Connect App nicht mit meinem A3 BJ 17 (MJ 18) kompatibel. Jegliche angebliche Funktionen klappen nicht. App verbindet sich nicht mit dem Auto, folglich „Parkplatz“ immer unbekannt. Musik kann nicht mehr wiedergegeben werden. Amazon Music und co klappen so auch nicht mehr. Das war nix. Ein Armutszeugnis für ein Unternehmen, das Vorsprung im Slogan hat.

Update: Liebes Audi Team, es gibt keinen „Fehler Code“ der angezeigt wird. Es gibt ja nicht mal die Funktionen! Bitte stellt einfach die alte MMI Connect App wieder zur Verfügung, sodass die WLAN basierten Dienste wieder funktionieren.",True,TheVaan,1,2018-12-03 05:34:30,Nicht kompatible zur MMI Software,"{'id': 6198725, 'body': 'HalloTheVaan, vielen Dank für Ihr Feedback. Wir möchten Ihnen gerne weiterhelfen, benötigen hierfür aber genauere Informationen zu Ihrem Problem. Bitte wenden Sie sich mit dem Code, welcher Ihnen in der Fehlermeldung angezeigt wird, an die Audi\nKundenbetreuung unter 0800 - 28 347 378 423 oder unter kundenbetreuung@audi.de. Bitte beziehen Sie sich auf diese Rezension. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2018-12-03T05:34:30Z'}",myaudi,440464115
Teils werden die Daten nicht aktualisiert,False,Mzipf,4,2018-08-04 10:17:55,Funktioniert teils,,myaudi,440464115
"Nachdem die App über Monate den Fahrzeugstatus nicht aktualisieren konnte habe ich sie vor 3 Tagen neu installiert. Das zumindest tat wieder. Auf der Fahrt in den Urlaub hat sich mein iPhone 8 aber über Nacht entleert (von 60%!), so dass ich es in die Ladeschale meines Audi A5 gelegt habe. Die Software hat erkannt, dass der Akku leer ist, sich aber über Stunden weitgehend geweigert, auf mehr als 15% aufzuladen. Mehrere Meldungen „Ihr Mobiltelefon wird jetzt geladen“ waren wenig mehr als Absichtserklärungen. Wenig später war mein iPhone wieder leer. Jetzt habe ich gefunden warum: MyAudi App hatte 52%(!) des Stromverbrauchs verursacht! Ich habe sie jetzt entfernt.",False,Pittus0815,1,2022-04-16 13:26:52,Brauch zu viel Strom für wenig Funktion,"{'id': 29230492, 'body': 'Lieber Kunde, zunächst möchten wir uns für Ihre Nachricht bedanken. Ihre Kritikpunkte bezüglich des Akkuverbrauchs nehmen wir auf und leiten diese an unsere zuständige Abteilung weiter. Dort wird sorgfältig geprüft, ob Verbesserungen an unseren Produkten möglich sind. Wir wünschen uns, Ihre Erwartungen zukünftig wieder erfüllen zu können. Mit besten Grüßen aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2022-04-18T10:21:52Z'}",myaudi,440464115
Nach letzten Update keine Verbindung zum Fahrzeug mehr,False,...Barker,3,2021-12-11 12:29:56,Update,"{'id': 26803681, 'body': 'Lieber Kunde, vielen Dank für Ihr Feedback. Um die Verbindung zu Ihrem Fahrzeug erneut anzustoßen, kann die Ab- und erneute Anmeldung in Ihrem Account hilfreich sein. Gerne stehen wir Ihnen unter 0800 - 28 342 666 328 oder digitalsupport@audi.de zur Analyse Ihres Anliegens zur Verfügung. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team.', 'modified': '2021-12-13T13:09:32Z'}",myaudi,440464115
"Update: Lieber Entwickler, vielen Dank für die Antwort, die leider einmal mehr am eigentlichen Kritikpunkt und vor allem jeglichem Servicegedanken vorbeigegangen ist. 
Ich hatte kritisiert, dass der Support von älteren iOS Versionen ohne die kleinste Ankündigung eingestellt wurde. Aber ok, dass der Kunde schon lange kein König mehr, sondern eher ein Bittsteller ist, ist ja bei Audi längst traurige Realität. App ist deinstalliert, connect Dienste werden nicht mehr verlängert und Gott sei Dank haben andere bayrische Mütter auch hübsche Töchter. In diesem Sinne: nur ruhig weiter auf dem hohen Ross thronen!

Von heute auf morgen den Support für iOS < 14 einzustellen. Ohne Vorankündigung. Bei ner App, die eh nicht berühmt ist?! Im Ernst: es wird wirklich höchste Zeit das Fabrikat zu wechseln",True,Twin Falls,1,2021-09-23 15:23:00,Mit Verlaub... Wo seid ihr falsch abgebogen?,"{'id': 25258448, 'body': 'Lieber Kunde, vielen Dank für Ihr Feedback. Zur Nutzung unserer myAudi App ist es erforderlich, bei Ihrem iPhone auf eine iOS 14.0 oder neuere Version zu achten. Aufgrund der sich beständig weiter entwickelnden digitalen Möglichkeiten, sollte Ihr Smartphone diese von uns als kompatibel geprüften Maßstäbe erfüllen, um Ihnen eine vollständige Nutzung unserer App zu gewährleisten. Beste Grüße, Ihr Audi Deutschland Team', 'modified': '2021-09-23T15:23:00Z'}",myaudi,440464115
"Leider kommt oft keine Verbindung zum Auto zustande, obwohl Ladestände angezeigt werden, oder ein abgeschlossenes Auto wird als nicht verriegelt gemeldet.",False,MarkGumm,3,2021-03-04 06:32:24,Nicht stabil genug!,"{'id': 21514026, 'body': 'Hallo MarkGumm, wir entschuldigen uns für die Unannehmlichkeiten und möchten Ihnen gerne weiterhelfen. Leider ist dies nur mit einer genauen Klärung des Problems möglich. Deshalb möchten wir Sie bitten, sich mit uns persönlich in Verbindung zu setzen. Sie erreichen uns unter digitalsupport@audi.de oder 0800 - 28 347 378 423. Beste Grüße aus Ingolstadt - Ihr Audi Deutschland Team', 'modified': '2021-03-08T12:43:51Z'}",myaudi,440464115
